name,id,postcode,lat,lon
American sparrow and slowworm,1461622,CF72 9DS,51.524328000000000,-3.392517000000000
tokay and Pheasant,2608152,CF35 6FP,51.526251000000000,-3.559220000000000
Hawaiian honeycreeper and Pratincole,1474332,CF31 9YB,51.505804424553000,-3.580408310724730
boa constrictor and American sparrow,1474444,CF32 0EU,51.527461605447200,-3.637150428061610
Wallaby and Fox,2608128,CF35 6GD,51.525760000000000,-3.560342000000000
Fish eagle and amphisbaena,1473627,CF33 4BE,51.519665045640300,-3.710870906454390
hoop snake and adder,416956,SA12 9NF,51.614469980685200,-3.771516684529960
puff adder and Mink,1474814,CF31 4NA,51.527507399204500,-3.595330891466690
mountain devil and bicycle lizard,1474759,CF31 4HD,51.507582450046900,-3.585916745247440
flying lizard and Kangaroo,1474250,CF32 7NP,51.623358341641500,-3.536412868427800
saltwater crocodile and Partridge,1759285,CF32 9EZ,51.546550278814700,-3.580104393806070
Chicken and python,1461341,CF72 9LX,51.523831578606800,-3.426996059656320
anole and box turtle,1469734,CF40 2US,51.621215772889300,-3.437965834906970
garter snake and Petrel,1473449,CF33 6EZ,51.532005820887500,-3.675765264172390
chameleon and Parrotbill,1472316,CF36 5HT,51.483786082325100,-3.694736046178340
Stint and Viscacha,416553,SA13 2LB,51.578687688021600,-3.761493840149310
Minke whale and bushmaster,1474108,CF32 8UU,51.556863000000000,-3.580461000000000
deaf adder and Minke whale,1464142,CF61 2YS,51.415281937969200,-3.488166784284220
diamondback and Marsh harrier,1472391,CF36 5RW,51.484914000000000,-3.680202000000000
horned toad and Wallaby,1473345,CF33 6BJ,51.526378477161700,-3.687552603625440
Quetzal and blindworm,1759775,CF71 9DN,51.439958467727900,-3.494926000000000
Eagle and Meadowlark,1461602,CF72 9BR,51.521508428574500,-3.395126309814330
Coati and cobra,1461563,CF72 8YQ,51.530419000000000,-3.384644000000000
milk snake and glass snake,1474342,CF31 9YQ,51.505804424553000,-3.580408310724730
Bunting and Jay,1461401,CF72 9QX,51.541056510984100,-3.447852893869990
coral snake and Prion,1472692,CF35 6PU,51.528414000000000,-3.523858000000000
sea snake and Chicken,1461827,CF71 7HS,51.456848830816900,-3.443199916918220
Mole and Asiatic leopard,1472694,CF35 6PZ,51.524830404254300,-3.518361000000000
Siskin and rattlesnake,1470283,CF40 1SG,51.598550381168200,-3.437697235547040
River dolphin and Argus,1472977,CF35 6AD,51.507488000828000,-3.538332575549390
gaboon viper and Thicketbird,1472569,CF36 3RL,51.490987598942400,-3.712159204047920
death adder and Chicken,1474183,CF32 7EP,51.606346949538400,-3.544517413488030
glass snake and boa,1472529,CF35 6EW,51.570171440052500,-3.503710679605040
coral snake and Civet,1463957,CF62 4NQ,51.407182497756500,-3.454302332952540
River dolphin and Armadillo,1461789,CF72 8JB,51.535566761559100,-3.394806453045560
Vole and Badger,1473633,CF33 4BW,51.518624915664500,-3.705109770881870
ringhals and Asiatic leopard,1475036,CF31 3SU,51.498083079449300,-3.564092011058290
Francolin and Elephant,1472513,CF36 3NW,51.489950637265100,-3.706301000000000
Vole and glass snake,1474093,CF32 8TU,51.570617772058500,-3.594531257946840
cayman and Francolin,1461862,CF71 7LP,51.435441224816600,-3.480463181702150
Gull and Coati,1473048,CF34 9HP,51.596040909670800,-3.647599000000000
bushmaster and Elephant,1473179,CF34 9TS,51.605244127419200,-3.647427822577530
hawksbill and Ground sloth,1474920,CF31 4TJ,51.516874028953800,-3.601603509931820
anaconda and agama,1473876,CF32 9PD,51.540377000000000,-3.586033000000000
rat snake and diamondback,1470590,CF39 8SW,51.597208513347100,-3.468364358661180
wall lizard and grass snake,1470298,CF40 1TG,51.615077370649900,-3.437714004473060
copperhead and Buzzard,1474296,CF32 7SS,51.618892311053100,-3.535496411677460
Guillemot and chuckwalla,1474352,CF31 9ZB,51.505804424553000,-3.580408310724730
krait and flying lizard,1942937,CF32 8YG,51.554121000000000,-3.573933000000000
constrictor and king snake,1474495,CF32 0PE,51.466500173229000,-3.634765478622380
Myna and mamba,1474557,CF31 5AP,51.501217940302300,-3.599671292798560
water snake and swift,1470183,CF40 1NS,51.602906369624300,-3.432968659387760
sea snake and Prion,1475481,CF31 1TX,51.504398000000000,-3.567977561614070
Grackle and Lemming,1470531,CF39 8ND,51.587532786609600,-3.415711507832780
Grosbeak and Schneider python,1470803,CF39 8AU,51.570519763405700,-3.423162278842290
diamond python and anaconda,1470404,CF39 9TG,51.611563340944400,-3.398117292711100
smooth snake and diamond python,1473487,CF33 6LS,51.532628211109600,-3.693408000000000
Polecat and tiger snake,1475366,CF31 1NH,51.524876175051700,-3.575115222971500
Chickadee and Rat,1464504,CF61 2SD,51.413247333712000,-3.481255848674860
Songlark and horned toad,1470506,CF40 1BQ,51.620298523185500,-3.454028857006920
cobra and Peafowl,416428,SA13 2DH,51.569951251870700,-3.752815610926250
tree snake and caiman,1474226,CF32 7HU,51.583509829440700,-3.540051000000000
Vole and boomslang,416843,SA12 9EF,51.619441786877500,-3.754216844727730
Rabbit and Wallaby,1475186,CF31 2LA,51.512137403597800,-3.552626576669330
rock python and box turtle,1474407,CF32 8BD,51.624242545402200,-3.588869794346100
loggerhead and Recurvebill,1759339,CF35 6FJ,51.527856106661400,-3.559908628650830
Francolin and Buzzard,1461656,CF72 8AF,51.536976808592900,-3.384436000000000
Kite and asp,1469737,CF40 2UW,51.619088000000000,-3.434099000000000
cayman and Meadowlark,1472953,CF34 9EN,51.606454725812200,-3.660425403180600
Kestrel and Gull,417312,SA12 9BB,51.613994587958200,-3.763077445883560
gopher snake and sand viper,1470569,CF39 8RL,51.592727602031300,-3.477906750765650
B and terrapin,1474414,CF32 8BP,51.623128626774000,-3.586129400146490
iguana and Eagle,416952,SA12 9LW,51.616871871561200,-3.773834721596080
Capuchin and bull snake,1472452,CF36 3ET,51.479752525884600,-3.713020019341420
anole and worm lizard,1474163,CF32 7DB,51.602646855273700,-3.543482121248060
Booted eagles and Triller,416981,SA12 9PU,51.616619043444300,-3.759568028243070
tuatara and Parakeet,1475400,CF31 1QF,51.524790098127200,-3.577505175759120
leathery turtle and racer,1473025,CF34 9EU,51.601521849302600,-3.647394147068880
Darwin's finches and tortoise,1474364,CF31 9ZS,51.505804424553000,-3.580408310724730
Jackal and Minke whale,1461610,CF72 9DB,51.517457608616000,-3.402280878999410
Goose and Kite,1473069,CF34 9LX,51.606893690034800,-3.650982348982930
Recurvebill and Grosbeak,1464322,CF62 4JJ,51.412818989973700,-3.417007632161600
rock snake and Wallaby,1461688,CF72 8BW,51.540738035702100,-3.372628069910510
garter snake and black snake,1474582,CF31 5BW,51.498722427142900,-3.596054178294460
Gull and whip snake,1474901,CF31 4SF,51.503293813067700,-3.599110031503840
Mink and Mamo,1461607,CF72 9BY,51.516178467128900,-3.399460026427440
Darwin's finches and tortoise,1825121,CF71 7RR,51.479607000000000,-3.481604000000000
Kite and bearded lizard,1472331,CF36 3DA,51.485499000000000,-3.701338000000000
Ibex and Zebra,1474080,CF32 8TB,51.567386732126300,-3.588112842537780
cerastes and gopher snake,1470622,CF39 8UW,51.583565568021600,-3.463493287532340
Dorcopsis and Tattler,416548,SA13 2HT,51.581297477801800,-3.764351564421970
Warbler and brown snake,1759309,CF34 9SH,51.588824000000000,-3.632730000000000
Vulture and smooth snake,1759294,CF32 9HZ,51.544999977182700,-3.600933177150440
Stint and elapid,416704,SA13 2YP,51.594770000000000,-3.748689000000000
habu and Hawaiian honeycreeper,1474216,CF32 9BD,51.541554028491000,-3.598027000000000
Piping shrike and pit viper,1461263,CF72 9GL,51.533658467650100,-3.445469840142790
Polecat and Old World vulture,1473430,CF33 6EA,51.530896363055600,-3.676632802652060
milk snake and Bunting,1470476,CF39 9YE,51.615569308612300,-3.408264346605500
bearded lizard and chameleon,1473054,CF34 9HW,51.593643766894800,-3.653215927020550
Rat and snake,1475272,CF31 2QQ,51.511550125747900,-3.567032012972830
dukite and Gila monster,1473033,CF34 9GF,51.595050064245600,-3.640792950225740
bearded dragon and Fish eagle,1462219,CF71 7EE,51.461927024246600,-3.446311156182420
Puffleg and Wallaby,1473015,CF35 6ED,51.573145704832100,-3.529610425942000
Bunting and Dolphin,1473077,CF34 9NH,51.602149286454600,-3.662203242684830
Mink and ringhals,1471964,CF37 2NQ,51.609769283448400,-3.387144126414780
Armadillo and blind snake,1461791,CF72 8JE,51.536679150038700,-3.393513946231110
Kākāriki and Asiatic leopard,1461988,CF71 7TR,51.489570000000000,-3.422771000000000
Piping shrike and whip snake,416759,SA13 1LT,51.583725131259700,-3.769742967483900
sidewinder and Flameback,1475005,CF31 3PJ,51.493534000000000,-3.539649000000000
Viscacha and Bronzewing pigeon,1473397,CF34 9AD,51.607658000000000,-3.657422000000000
Schneider python and grass snake,1470212,CF40 1QE,51.623371193227400,-3.455687298363410
agamid and Recurvebill,1472404,CF36 5ST,51.489899141618000,-3.667263196690770
Peafowl and Night heron,1474555,CF31 5AL,51.500972801773600,-3.594562375351640
Crow and dukite,1473733,CF32 9DB,51.549882163292200,-3.597152141462400
Perching duck and Night heron,1473340,CF33 6BD,51.528820842477600,-3.696523600776260
amethystine python and Tit-tyrant,1474518,CF32 0RN,51.455104020338700,-3.612250101259310
tiger snake and thorny devil,1461889,CF71 7NX,51.448850523029500,-3.521739055776410
cobra de capello and snapping turtle,1464130,CF61 2XN,51.410973062528400,-3.476207119930950
perentie and Peafowl,416963,SA12 9NS,51.617751084311000,-3.761431890152760
cycling lizard and Coati,1464458,CF61 1YE,51.407534226016500,-3.470071909217240
king cobra and Dolphin,1473513,CF33 6RA,51.544779044445800,-3.684887635376720
Badger and tiger snake,1472482,CF36 3JN,51.486911049583400,-3.701866419276990
Snipe and Piping shrike,416821,SA13 1TR,51.585660614592300,-3.767811758109830
Kangaroo and Skunk,1759813,CF72 9WE,51.514255728646100,-3.421581062164010
gavial and indigo snake,1472750,CF35 6ST,51.528613955960000,-3.502701153827990
Skunk and kabaragoya,2639341,CF32 8BF,51.623608000000000,-3.588384000000000
Elephant and perentie,1470567,CF39 8RG,51.595183593289000,-3.474954647750670
Rabbit and Buzzard,1463948,CF62 4ND,51.408951895687500,-3.451569046476740
