name,id,postcode,lat,lon
Guillemot and Buzzard,1640122,BA5 2BP,51.209685010000000,-2.659935604000000
Mink and tuatara,211281,TA7 9AZ,51.140223000000000,-2.905633000000000
Greenbul and slowworm,1639656,BA5 2EL,51.205786420000000,-2.664002407000000
Songlark and Bunting,1520291,BS25 1RD,51.309435202398500,-2.799495666303100
hoop snake and Civet,1519653,BS27 3SP,51.255721762242600,-2.749284000000000
Grackle and krait,1519420,BS28 4ND,51.223373000000000,-2.843183000000000
slowworm and garter snake,1640600,BA4 5NP,51.191778000000000,-2.542008000000000
crocodile and White ibis,211253,TA7 8RH,51.124554000000000,-2.948195000000000
Black cockatoo and taipan,1639880,BA5 1LY,51.208828000000000,-2.663889000000000
Snipe and Duck,1639673,BA5 2FH,51.211389690000000,-2.659015116000000
puff adder and python,1646174,BA16 9PB,51.131395000000000,-2.741923000000000
sidewinder and tokay,1640223,BA5 1AY,51.227329510000000,-2.676872079000000
perentie and Minke whale,1639643,BA5 2DS,51.207715670000000,-2.650316410000000
Bronzewing pigeon and asp,1641502,BA3 4UD,51.245320850000000,-2.554113486000000
Capuchin and cycling lizard,1751907,BA16 0GL,51.126697000000000,-2.746819133519470
boa constrictor and asp,1519395,BS28 4HE,51.242236037639100,-2.801094604774810
dukite and Mockingbird,1639966,BA5 1QS,51.190863750000000,-2.669583290000000
New World blackbird and New World blackbird,1520066,BS26 2DQ,51.286382972698800,-2.813391700436620
Civet and chuckwalla,1519246,BS29 6NX,51.323604610271700,-2.858194333588130
diamondback and adder,1639644,BA5 2DT,51.207607360000000,-2.652004047000000
Recurvebill and mamba,1639545,BA5 3DH,51.215316190000000,-2.618395668000000
rattlesnake and green turtle,1639204,BA6 9AZ,51.151820550000000,-2.715056466000000
lizard and Pitohui,1519508,BS28 4UB,51.198492217790900,-2.803326681722990
Tree warbler and water snake,1646589,BA16 0QU,51.117697510000000,-2.744932552000000
cayman and constrictor,210976,TA7 9PD,51.129111861748000,-2.811968343256790
Elephant and Hawk,1751914,BA16 0PD,51.120715507934100,-2.743552644052950
Tree warbler and python,1640656,BA4 4HQ,51.163147110000000,-2.646142567000000
grass snake and Black cockatoo,1520043,BS25 1AL,51.313497745624400,-2.833284071976040
cayman and Grackle,211712,TA7 0EX,51.109933861348200,-2.921968659368260
Jay and gavial,1511497,BS40 6HQ,51.315251543814400,-2.637043031876680
python and sand viper,210939,TA7 9JX,51.155181283829100,-2.878987122240320
cobra de capello and Vulture,1639078,BA6 8RA,51.120790220000000,-2.654924259000000
Zebra and hawksbill,1511271,BS40 7XP,51.290263075663500,-2.689413239165330
Diving bird and thorn lizard,1519757,BS26 2RQ,51.272896273834700,-2.886278155028530
boa and Peafowl,1639050,BA6 8PR,51.113544600000000,-2.630007260000000
Francolin and taipan,1640002,BA5 1SR,51.206769740000000,-2.649014761000000
asp and B,1639433,BA5 2UR,51.210842810000000,-2.642558284000000
Scimitar babbler and blind snake,1519673,BS27 3TQ,51.252656358637000,-2.753947000956950
sand viper and Pheasant,1646146,BA16 0TU,51.112613140000000,-2.745522197000000
flying lizard and rock python,1646489,BA16 0NH,51.123666450000000,-2.745228637000000
Piping shrike and diamondback turtle,1646367,BA16 0ER,51.125192810000000,-2.742766833000000
Ground sloth and sand lizard,1639711,BA5 3NX,51.200846200000000,-2.625501366000000
diamond snake and bicycle lizard,1519717,BS27 3XQ,51.270998439132400,-2.777555483672220
Booted eagles and thorn lizard,1640573,BA4 5JX,51.192667070000000,-2.557202096000000
Guillemot and king cobra,1639403,BA6 8HE,51.152323630000000,-2.709230713000000
Parakeet and turtle,1511577,BS40 6PE,51.317597186300600,-2.677310567788720
diamondback terrapin and Ground sloth,1639539,BA5 3DA,51.267717830000000,-2.685234300000000
blindworm and frilled lizard,1646370,BA16 0EU,51.127211210000000,-2.736425820000000
horned viper and Kangaroo,1639654,BA5 2EH,51.206654700000000,-2.663113074000000
mud turtle and Elephant,1511490,BS40 6HF,51.310323366965300,-2.632182903614570
Vulture and bearded lizard,1641673,BA3 4DL,51.275128770000000,-2.540724062000000
Eagle and rock python,1646434,BA16 0HQ,51.124694610000000,-2.733370734000000
slowworm and flying lizard,1638983,BA6 9SN,51.170360000000000,-2.774716952000000
Piping shrike and Masked owl,1640040,BA4 6QF,51.102587300000000,-2.539293268000000
blindworm and Scimitar babbler,1639370,BA6 8DR,51.142150240000000,-2.711247546000000
Pratincole and grass snake,2577165,BA6 0BR,51.148256856700000,-2.714987422900000
Dolphin and Coati,1638962,BA6 9PY,51.147085260000000,-2.726148640000000
carpet snake and Tit-tyrant,1519707,BS27 3XB,51.248680615399100,-2.738637231628930
Ground sloth and Triller,1519559,BS27 3LW,51.284861586159200,-2.783324508127920
agamid and flying dragon,1520784,BS24 0PB,51.306444439204600,-2.943934920059680
Solitaire and agama,1520307,BS25 1ST,51.313889065991000,-2.793790820101910
tuatara and Condor,1638871,BA6 9JQ,51.147963260000000,-2.716469378000000
rat snake and Parakeet,1639422,BA6 8JF,51.148305810000000,-2.708954657000000
Egret and cobra,1511460,BS40 6BY,51.291970188026300,-2.632317939692960
Fish eagle and Komodo dragon,211402,TA7 9EU,51.151852003146400,-2.888789365814710
Condor and leguaan,210293,TA9 4PA,51.240809026981700,-2.906950000000000
Mockingbird and bull snake,211043,TA7 9QL,51.123296399202600,-2.798549028238530
slowworm and slowworm,210272,TA9 4LZ,51.228283078469100,-2.893827391275980
blue racer and Black cockatoo,1640465,BA4 5EN,51.192508500000000,-2.546768000000000
monitor and Kangaroo,211242,TA7 8QU,51.133411540751800,-2.945761132490630
Myna and goanna,1639806,BA5 2PQ,51.209464760000000,-2.649482124000000
fer-de-lance and Warbler,1639766,BA5 2JX,51.202590050000000,-2.659977308000000
sand lizard and Pheasant,211266,TA7 9AF,51.141611274721200,-2.906175110603430
bushmaster and blue racer,1520125,BS25 1BQ,51.313408000000000,-2.843512000000000
Coati and Wallaby,1640820,BA4 4RT,51.180358650000000,-2.539356000000000
Snipe and saltwater crocodile,1640469,BA4 5ES,51.194614520000000,-2.546578315000000
Guillemot and massasauga,1646361,BA16 0EH,51.126965400000000,-2.739751492000000
giant tortoise and Guillemot,1519396,BS28 4HF,51.241166427647700,-2.799715100151660
Snipe and Pratincole,2577436,BS27 3FB,51.278382000000000,-2.789653874100000
hawksbill and Bronzewing pigeon,1513197,BS39 5DZ,51.321176648941500,-2.546417309833310
Cuscus and kabaragoya,1639705,BA5 3NN,51.212341460000000,-2.631555521000000
loggerhead and grass snake,1639773,BA5 2LJ,51.205475660000000,-2.653720279000000
iguana and grass snake,210951,TA7 9LS,51.139756873606100,-2.833939284629810
tokay and Night heron,211301,TA7 9DD,51.128095000000000,-2.860066000000000
Fulmarine petrel and Hawaiian honeycreeper,1519465,BS28 4PW,51.238376988911800,-2.836008244140130
bushmaster and snapping turtle,1639739,BA5 2HN,51.206769210000000,-2.653953319000000
