name,id,postcode,lat,lon
Solitaire and Mockingbird,927321,LD1 5PF,52.245097097094500,-3.371591662244160
Treepie and rock snake,926946,LD1 5YB,52.245610029320200,-3.375415818579450
Hawk and gavial,926915,LD2 3DR,52.149197603840200,-3.400752758966350
sand viper and Warbler,927066,LD1 6DN,52.247935362648300,-3.384159494939260
horned toad and caiman,927024,LD2 3LH,52.144008563255200,-3.479608713819420
bull snake and Flameback,927015,LD2 3JW,52.100007033608700,-3.197649085957090
Guillemot and horned viper,927083,LD1 6EL,52.282386466060700,-3.409275000000000
Chickadee and Armadillo,1052593,HR3 5LE,52.081108369538900,-3.151597540569940
Chicken and Mouse,927267,LD1 5EY,52.239192873163400,-3.378292878369430
puff adder and python,927120,LD1 6LU,52.208401367109700,-3.440534528611320
Marsh harrier and Snipe,1050829,HR5 3PW,52.182606550632500,-3.134955377272830
amethystine python and tuatara,1050843,HR5 3QP,52.165908000000000,-3.189125000000000
Duck and Black jay,1052288,HR3 5SR,52.087219576497500,-3.153010000000000
Marsh harrier and monitor,927266,LD1 5EX,52.231615862704600,-3.382699901626850
Jackal and diamondback,926866,LD2 3AD,52.148359519820900,-3.403181860253100
Rat and elapid,926831,LD1 6UT,52.280385000000000,-3.299475000000000
agama and Maya,927166,LD1 6NG,52.253578439792200,-3.401197461349370
Peafowl and American sparrow,926692,LD2 3SQ,52.101855761060300,-3.349408666184540
Polecat and grass snake,2168316,LD2 3FF,52.147042000000000,-3.399353000000000
Wader and flying lizard,1787865,LD8 2WF,52.241670135007600,-3.378457994875300
agama and king cobra,926673,LD2 3RR,52.180429952015900,-3.442014353333430
Maya and diamondback,925078,LD8 2RA,52.240004735222400,-3.105503423123630
Marsh harrier and milk snake,926749,LD2 3UH,52.118569000000000,-3.351213000000000
Kākāriki and Cuscus,927234,LD1 5BT,52.251319675231900,-3.374610955718550
kabaragoya and Stint,926667,LD2 3RH,52.169784036640000,-3.427266751563410
New World blackbird and brown snake,1052268,HR3 5RR,52.087804874244500,-3.147172426755500
Skunk and constrictor,926914,LD2 3DQ,52.145518273769400,-3.396369804179030
coral snake and kabaragoya,927067,LD1 6DP,52.246271244629800,-3.381925187720340
Wallaby and swift,927018,LD2 3LA,52.113322179685400,-3.429274024153150
viper and Logrunners,926888,LD2 3BF,52.149481372099700,-3.396537672257650
sea snake and gaboon viper,1052580,HR3 5JL,52.100358000000000,-3.182635000000000
box turtle and Mink,927410,LD1 5SY,52.268380041238900,-3.310173566935440
Armadillo and Petrel,927307,LD1 5NN,52.235793949114100,-3.382932283556870
hoop snake and Booted eagles,1052285,HR3 5SN,52.099828000000000,-3.147072000000000
Pheasant and Crow,1052550,HR3 5ER,52.105091783359900,-3.101272517961840
Buzzard and Mamo,926685,LD2 3SF,52.182447161879800,-3.470879791640040
amethystine python and hognose snake,1052405,HR3 6HG,52.129393711088300,-3.093603121769890
slowworm and Schneider python,2580371,LD1 9ZZ,52.237790000000000,-3.373006000000000
chameleon and Jackal,925158,LD8 2TF,52.240120126347600,-3.155402805174140
bull snake and alligator,926998,LD2 3HZ,52.091212000000000,-3.371931000000000
tuatara and diamond snake,926688,LD2 3SJ,52.086369505420900,-3.328347557193780
grass snake and Buzzard,926829,LD1 6UP,52.295306615738700,-3.262402040261420
snake and mud turtle,926721,LD2 3UA,52.156354361651800,-3.390130810140880
flying lizard and agamid,925127,LD8 2RL,52.223073833420200,-3.099871073791020
Shearwater and pit viper,927112,LD1 6LG,52.210608000000000,-3.440231586236100
terrapin and amphisbaena,1052286,HR3 5SP,52.085863339968700,-3.148042094761420
milk snake and Marsh harrier,1052482,HR3 5BE,52.078108239372800,-3.123357347282070
Philippine hawk-owl and Thicketbird,925065,LD8 2PE,52.259712803844700,-3.108337855491240
wall lizard and Gull,927059,LD1 6DD,52.248688078255300,-3.377459283155690
snapping turtle and Parrotbill,927071,LD1 6DT,52.254750000000000,-3.400959718924630
Siskin and iguana,927308,LD1 5NP,52.241426571428500,-3.363247373123050
gecko and Polecat,1052577,HR3 5JG,52.085240777336000,-3.206754727307410
krait and bearded dragon,925159,LD8 2TG,52.254147408891700,-3.131096882138880
Fox and Ice seal,927089,LD1 6EU,52.243370000000000,-3.410689000000000
perentie and tuatara,927123,LD1 6LY,52.214990866470100,-3.444290030839530
