name,postcode,lat,lon
Nukupuʻu and Polecat,ZE1 0EW,60.156318872191700,-1.149746000000000
Marmoset and Prion,ZE2 9TX,60.136246829855700,-1.202760979078640
Pitohui and Pratincole,ZE1 9ST,60.154436854140400,-1.146229037861280
Triller and Old World quail,ZE2 9FN,60.128408000000000,-1.208825000000000
Dolphin and Diving bird,ZE2 9SQ,60.234225947768700,-1.225228569144730
Mouse and Partridge,ZE1 0YP,60.153697343074200,-1.144338891366910
Kestrel and Moluccan boobook,ZE1 0EE,60.149859000000000,-1.139522000000000
Ground sloth and Maya,ZE1 0NQ,60.157087645947700,-1.155095000000000
Mouse and River dolphin,ZE1 0LN,60.151467426739700,-1.150844820985020
Tit-tyrant and Towhee,ZE1 0HP,60.155639628564800,-1.157384215628560
Siskin and Chickadee,ZE2 9XN,60.106628662042300,-1.337115800482200
Stint and Asiatic leopard,ZE1 0PL,60.153011245601600,-1.159198619100260
Argus and Pratincole,ZE1 0GE,60.148469388349900,-1.172299389673930
Badger and Peafowl,ZE1 0TR,60.137612835152000,-1.276505898312020
Parrotlet and Tattler,ZE1 9TB,60.154436854140400,-1.146229037861280
Linsang and Philippine hawk-owl,ZE1 9SR,60.154436854140400,-1.146229037861280
Badger and Armadillo,ZE1 0AT,60.150608073141900,-1.142888225630970
Vole and Peafowl,ZE1 0SH,60.143556915973300,-1.176492324908620
Parrotbill and Siskin,ZE1 0TU,60.137864177673200,-1.278138696749540
Old World warbler and Eagle,ZE1 0AJ,60.153012720392100,-1.141222581131170
Kākāriki and Moluccan boobook,ZE1 0DH,60.145453728631800,-1.172519209453780
Ice seal and Gull,ZE2 9XJ,60.188428780416900,-1.246412380879970
White ibis and Flameback,ZE1 9SZ,60.154436854140400,-1.146229037861280
Vulture and Pheasant,ZE1 0PU,60.187720982877500,-1.152920235767290
American sparrow and Marsh harrier,ZE1 0HS,60.154662421048000,-1.157625370833870
Jerboa and Viscacha,ZE1 9SS,60.154436854140400,-1.146229037861280
Boto and Kite,ZE1 0RU,60.145293097405800,-1.165518225313140
Parakeet and Grackle,ZE1 0AH,60.151335000000000,-1.137304000000000
American sparrow and Triller,ZE1 0GA,60.149502853406900,-1.172435514517310
Chickadee and Rat,ZE1 0RD,60.148021459720200,-1.162459580984240
Songlark and Duck,ZE1 0TP,60.137516000000000,-1.273483000000000
Old World warbler and Chipmunk,ZE1 0UL,60.146666415532100,-1.273695909016070
Argus and Buzzard,ZE1 0AL,60.152370862515300,-1.140554871135270
Tit-tyrant and Kite,ZE1 0LU,60.152933318237900,-1.142827719354100
Tit-tyrant and Herring gull,ZE1 0AG,60.152392070719800,-1.139671744042860
Moluccan boobook and Parakeet,ZE1 0TB,60.150969716816100,-1.155864681055500
Chickadee and Thrasher,ZE1 0JP,60.156437110499100,-1.147294045954640
B and Recurvebill,ZE1 0RY,60.147034798431800,-1.165474111262810
Prion and Tree warbler,ZE1 0SP,60.142508429779300,-1.175384135377290
Thrasher and Skunk,ZE1 0WT,60.141265377882100,-1.175919533878430
River dolphin and Dolphin,ZE2 9JZ,60.107040180232400,-1.335021097595550
Boto and Darwin's finches,ZE1 0LL,60.155154904511300,-1.143400363569200
Tit-tyrant and Dorcopsis,ZE1 0BF,60.152672265022700,-1.141339528682960
Magpie and Kite,ZE1 0BJ,60.152637750308400,-1.142943482036200
Eagle and Moluccan boobook,ZE2 9SE,60.189941241740200,-1.225462000000000
Puffleg and Asiatic leopard,ZE1 0PR,60.163039644563100,-1.161807319150110
Grackle and Grosbeak,ZE2 9DH,60.146016333202600,-1.112375643839790
Myna and Hawk,ZE1 0TE,60.139746188184500,-1.272552091480420
Triller and Petrel,ZE2 9XH,60.181836522753200,-1.230500775921540
Lemming and Francolin,ZE1 0RA,60.150751005459000,-1.159598514930050
Solitaire and Minke whale,ZE1 0AN,60.152613439084200,-1.137810743295100
Masked owl and Mink,ZE1 0RZ,60.148096085006200,-1.170039598274720
Mink and Armadillo,ZE1 0SE,60.146947068183100,-1.171527244699920
