name,id,postcode,lat,lon
bearded dragon and Buzzard,657215,NR21 8PJ,52.828500582810100,0.866864403698116
Stilt and boa constrictor,569313,PE31 8RW,52.819003401218000,0.691906629140599
adder and monitor,656851,NR21 9DT,52.830252631996700,0.846386737857978
diamond snake and mountain devil,657291,NR21 7HT,52.781044366383800,0.813675282763018
Elephant and Lemming,570098,PE31 6AU,52.819638026122700,0.516684000000000
Viscacha and loggerhead,569403,PE31 8TR,52.859659239433100,0.714687905574673
Rat and soft-shelled turtle,659513,NR19 2JA,52.685189872573800,0.808912215768136
Peafowl and sand lizard,657018,NR21 9QY,52.837782599102300,0.843998516742118
Pitohui and jew lizard,568932,PE32 1AH,52.776222837539100,0.529997714617543
Cuscus and Asiatic leopard,657412,NR21 7PN,52.828831500672200,0.800684986044565
Lemming and Viscacha,656978,NR21 9NT,52.866774903082000,0.827781509376069
Vole and Kestrel,569862,PE31 6QG,52.850426796907500,0.503967307242709
flying dragon and Flameback,657312,NR21 7JX,52.826982000000000,0.842209000000000
whip snake and krait,568684,PE32 2QY,52.738702815798400,0.832769849901073
Warbler and Minke whale,568941,PE32 1AU,52.775759153069800,0.525596685073562
Guillemot and bandy-bandy,657119,NR21 8JT,52.839265615267800,0.853391734498986
crocodile and bushmaster,569343,PE31 7PD,52.880436881704500,0.496864000000000
lizard and Triller,656897,NR21 9JG,52.894198608185100,0.758345384416848
iguana and massasauga,1798544,NR21 8QE,52.830393725900000,0.869631913500000
indigo snake and krait,568783,PE32 2XN,52.704849635804900,0.826593319390839
Jay and blue tongue,569099,PE32 1LN,52.739436074312800,0.516102673128674
chameleon and Partridge,570013,PE31 6TZ,52.824856985788800,0.652395601338715
racer and Piping shrike,568944,PE32 1BA,52.771904336921800,0.547331188616841
Parrotbill and black snake,656891,NR21 9HZ,52.861307416333600,0.808095955581982
Wader and blindworm,657823,NR20 5SZ,52.778761000000000,0.848333000000000
asp and Capuchin,569843,PE31 6PH,52.846365947874400,0.511040526283654
bushmaster and Nukupuʻu,569867,PE31 6QP,52.863993707829400,0.627577980773912
Black cockatoo and Schneider python,569442,PE31 7RZ,52.871378797575200,0.509439125556052
Puffleg and Black cockatoo,569783,PE31 6LR,52.840838000000000,0.521998634684828
boomslang and krait,569307,PE31 8RP,52.819501124095200,0.693748247158357
bushmaster and cycling lizard,569102,PE32 1LR,52.747480833325300,0.523856713444208
Argus and hawksbill,569182,PE32 1PG,52.743735000000000,0.563505597812956
Triller and diamond python,568534,PE32 2JW,52.783367875360600,0.650506000000000
hawksbill and massasauga,569021,PE32 2JE,52.774647839552900,0.661514296415697
cayman and boa constrictor,569356,PE31 7PU,52.876841551422800,0.503559000000000
boomslang and Booted eagles,656826,NR21 9BG,52.829659961086500,0.847476343555420
swift and Songlark,656993,NR21 9PN,52.883043683877900,0.765887002270115
Herring gull and Civet,657012,NR21 9QR,52.838041554770200,0.845574677748705
flying lizard and slowworm,657086,NR21 8HA,52.837630864141900,0.855556523627871
pit viper and leathery turtle,657275,NR21 7EU,52.791194757904900,0.771757940270050
Condor and fer-de-lance,657004,NR21 9QE,52.841074705671000,0.816442709433443
Tattler and Masked owl,657399,NR21 7NT,52.802317526361200,0.846578992658995
cycling lizard and leguaan,568920,PE32 2DF,52.684838000000000,0.753843000000000
Lemming and Philippine hawk-owl,569315,PE31 8RY,52.859693806528900,0.722207608525499
tuatara and Ground sloth,657424,NR21 7QB,52.852655477810200,0.739681439077839
Fulmarine petrel and black snake,659203,NR19 2RL,52.710983000000000,0.857743000000000
tiger snake and Fulmarine petrel,569177,PE32 1PA,52.743879000000000,0.559372000000000
Marmoset and Viscacha,656629,NR22 6AJ,52.891340383746400,0.848531113067582
box turtle and Solitaire,1802255,PE32 1TZ,52.743418000000000,0.564886000000000
Triller and Grouse,568780,PE32 2XE,52.705949112810600,0.685769237247819
Kākāriki and agamid,657414,NR21 7PQ,52.833725000000000,0.788108957532397
horned viper and Shearwater,568760,PE32 1TG,52.685235045592500,0.581213293272312
Old World quail and glass snake,569095,PE32 1LG,52.721749531235800,0.515232259619578
sand viper and tree snake,656625,NR22 6AD,52.891062842145200,0.861938725912588
glass snake and Ice seal,656530,NR21 9RQ,52.839756739145700,0.850542961532743
snake and garter snake,657478,NR21 0HN,52.874634064335800,0.895292749536114
Chickadee and Kākāriki,569094,PE32 1LE,52.689229000000000,0.519435200022385
skink and Wader,568919,PE32 2DE,52.680556000000000,0.758560000000000
tree snake and Kangaroo,569878,PE31 6RD,52.876532678103000,0.665700105912955
water snake and chuckwalla,2656713,PE31 6EL,52.820587000000000,0.517702000000000
Parrotbill and Ice seal,568863,PE32 1XD,52.773653026913500,0.545876495576144
kabaragoya and diamondback,569759,PE31 6JL,52.842454066115500,0.505958712206391
cobra and Francolin,569789,PE31 6LY,52.848798683744900,0.505700425939308
constrictor and boomslang,657265,NR21 7EF,52.793201747428500,0.798739000000000
diamond snake and diamond snake,657313,NR21 7JY,52.825274000000000,0.842186000000000
ringhals and Marsh harrier,656673,NR22 6DT,52.885306206888100,0.896108244263713
goanna and carpet snake,568897,PE32 2BA,52.706148000000000,0.692053154474619
puff adder and agamid,659199,NR19 2RF,52.698874457882500,0.858624457763487
Thicketbird and Marmoset,568991,PE32 2ES,52.678304828137300,0.729922225238773
box turtle and leguaan,656672,NR22 6DS,52.895030748861300,0.881545425748450
Viscacha and Meadowlark,657323,NR21 7LL,52.823947711025600,0.833667914367926
Pratincole and Snipe,659159,NR19 2PA,52.687513163922500,0.885111586369173
Mockingbird and Thicketbird,569341,PE31 7PA,52.880201897137900,0.499754000000000
Snipe and Vole,657411,NR21 7PJ,52.826460316858600,0.792174268670213
Old World vulture and Greenbul,568765,PE32 2TG,52.766032326239500,0.748277120541718
Night heron and Recurvebill,569557,PE31 6YB,52.849447062087600,0.494984490845926
Bunting and Ice seal,569122,PE32 1NW,52.719301718315400,0.506413693756158
giant tortoise and hognose snake,2584124,NR21 7RR,52.853865000000000,0.740708000000000
tortoise and iguana,569027,PE32 1DP,52.779413311973800,0.553343000000000
Old World vulture and mountain devil,569528,PE31 6UT,52.842744644281200,0.496010886275380
Vole and Schneider python,656874,NR21 9FD,52.832848000000000,0.843557000000000
chameleon and taipan,2327356,PE31 7TR,52.872518000000000,0.488994000000000
indigo snake and gecko,657026,NR21 8AN,52.837792111238000,0.853339639841975
Macaw and giant tortoise,1802225,PE31 6ZD,52.818567433000000,0.650973433000000
terrapin and king snake,2656717,PE31 7FH,52.872722000000000,0.495144000000000
Vole and Booted eagles,569009,PE32 2HQ,52.758059326059700,0.653002501542711
Mouse and Parrotlet,569873,PE31 6QX,52.860540862495400,0.634470845742581
diamondback and Old World vulture,659196,NR19 2RA,52.703356000000000,0.875246000000000
Warbler and amphisbaena,656653,NR22 6BT,52.895755867146800,0.873147562888571
Black cockatoo and whip snake,568778,PE32 2XB,52.704308610625600,0.691886057647129
constrictor and Solitaire,657389,NR21 7NF,52.802782027684800,0.850657000000000
tortoise and box turtle,657087,NR21 8HB,52.829537000000000,0.857490000000000
rattlesnake and Capuchin,569361,PE31 7QA,52.875422746928000,0.501454238826721
asp and Booted eagles,1802253,PE32 1PY,52.741724000000000,0.560298000000000
terrapin and hognose snake,569568,PE31 6YS,52.847577544472500,0.494520811984216
Mink and Capuchin,657244,NR21 7BU,52.809158747305800,0.754499831137789
diamondback terrapin and diamondback,569203,PE32 1QJ,52.744937993425200,0.551076923792450
milk snake and iguana,2616367,PE35 6AB,52.830479000000000,0.507050000000000
Herring gull and agama,656630,NR22 6AL,52.880996274220200,0.853144497684066
Kite and Meadowlark,569188,PE32 1PQ,52.743875000000000,0.564972000000000
harlequin snake and asp,656536,NR21 9RZ,52.841905052218900,0.842708667430273
Parrotlet and Puffleg,656973,NR21 9NL,52.867151837131500,0.814952386645517
python and Pheasant,569092,PE32 1LA,52.695274546118200,0.550280980534088
Chickadee and dukite,568909,PE32 2BS,52.721578304417500,0.701169262444209
puff adder and Guillemot,656966,NR21 9NB,52.843260118006400,0.821525000000000
Songlark and River dolphin,656968,NR21 9NE,52.838874026249400,0.827304117177537
River dolphin and turtle,656857,NR21 9ED,52.832806569428800,0.845633219275790
adder and Peafowl,569909,PE31 6ST,52.846208000000000,0.680282000000000
Shearwater and River dolphin,569317,PE31 8SA,52.854783000000000,0.727783000000000
Philippine hawk-owl and lizard,656737,NR21 9AA,52.833250949824800,0.846226512378971
racer and Stilt,568698,PE32 2RT,52.723918000000000,0.833633000000000
New World blackbird and agamid,656996,NR21 9PR,52.884455659185200,0.768578370290458
