name,postcode,lat,lon
Asiatic leopard and Thrasher,KY7 6QJ,56.192799000000000,-3.098131968741220
Perching duck and Fox,PH2 6RX,56.421343674596000,-3.400872436677360
Shearwater and Mole,PH2 8HP,56.394787917394500,-3.435068955409730
Kangaroo and B,PH10 6AB,56.592516652944400,-3.338053633863950
Mouse and Recurvebill,PH1 4QQ,56.490463000000000,-3.446525000000000
Kangaroo and Old World warbler,KY15 7UJ,56.283836000000000,-3.144609274107400
Polecat and Treepie,PH2 7WF,56.399518422700000,-3.423467926400000
Chicken and New World blackbird,KY13 9GH,56.227641584585900,-3.422764316469920
Mole and American sparrow,PH10 6UE,56.581629814169500,-3.341136684546520
River dolphin and Fox,PH1 1ZA,56.380323735688200,-3.431788034610240
Dorcopsis and Hawk,PH1 1QB,56.398062280442300,-3.482859568221610
Capuchin and Ice seal,KY6 2ND,56.189724114807300,-3.199888734686890
Grosbeak and Jerboa,PH1 1WR,56.372941000000000,-3.600522000000000
Petrel and Peafowl,PH7 3RA,56.364920248196200,-3.706643761090530
Maya and Wallaby,PH1 2EG,56.399403255768800,-3.474388937047890
Perching duck and Guillemot,PH1 5PD,56.398195000000000,-3.435699000000000
Stint and Macaw,PH11 8LJ,56.628112789705100,-3.232969638598760
Old World warbler and Parrotlet,KY7 4EE,56.191924436656500,-3.167147923327250
Vole and Puffleg,PH2 6PY,56.415943968889400,-3.398453189281950
Masked owl and Recurvebill,PH1 3ER,56.457334260452500,-3.472283000000000
Ground sloth and Ground sloth,KY6 2LS,56.191674433797900,-3.199563000000000
Flameback and Parrotbill,PH1 5NJ,56.396665052587600,-3.439011803933020
Dorcopsis and Bronzewing pigeon,PH1 4HQ,56.534196583576000,-3.471525749951720
Tattler and Maya,PH3 1DZ,56.311645284781000,-3.703280248317200
Rabbit and River dolphin,PH2 7BT,56.397148702897600,-3.411000776320760
Stint and River dolphin,PH2 6NZ,56.424606945598200,-3.407866963907900
Civet and Night heron,PH1 3UL,56.416655958110300,-3.577992916736850
