name,id,postcode,lat,lon
anaconda and puff adder,182362,TN35 5AF,50.871187778717100,0.602208206450077
Mole and milk snake,183822,TN33 0LY,50.923925749338000,0.492389060919865
Polecat and giant tortoise,1549566,BN21 2BL,50.775059450000000,0.284191000000000
B and tortoise,180794,TN39 3NE,50.841722209606600,0.452772000000000
deaf adder and Herring gull,180360,TN39 4QP,50.847303131258400,0.412025549098285
adder and leathery turtle,179263,TN40 1ZD,50.840420174591100,0.474243000000000
gaboon viper and ringhals,179210,TN40 1SR,50.842850374115900,0.480251967069655
deaf adder and Bronzewing pigeon,181739,TN37 7HH,50.880878644192600,0.567929969044882
soft-shelled turtle and River dolphin,180251,TN39 4LT,50.849558330396800,0.447973128450560
turtle and Myna,2638659,BN27 4FS,50.879073000000000,0.268703000000000
constrictor and flying lizard,1549825,BN21 1LS,50.775109640000000,0.267366000000000
Bronzewing pigeon and Marmoset,1548793,BN22 0NH,50.804685840000000,0.256254499000000
glass snake and fer-de-lance,182064,TN35 5LB,50.867414564426400,0.603220361242614
worm lizard and gaboon viper,1547696,BN23 8DT,50.807369380000000,0.301649546000000
cayman and Badger,1547924,BN23 7LA,50.801317470000000,0.306149191000000
Grackle and hognose snake,1550208,BN20 9SL,50.807510450000000,0.238959979000000
snake and saltwater crocodile,183378,TN33 0QY,50.936403585339900,0.531118394066729
gavial and iguana,1545108,BN27 4NT,50.891421570000000,0.319172152000000
coral snake and New World blackbird,1549272,BN21 4EP,50.760192380000000,0.278928522000000
Perching duck and Logrunners,182293,TN35 4RB,50.914922289204700,0.577700409605911
thorn lizard and bearded dragon,180256,TN39 4LZ,50.850037019659300,0.446591637839220
Elephant and snake,1547970,BN23 5ST,50.787663090000000,0.325571000000000
adder and Ice seal,181339,TN38 0QH,50.858375724169300,0.555609071826032
Flameback and Eagle,1754989,BN21 4DQ,50.764399376769400,0.286436286807817
tuatara and copperhead,1548319,BN23 5AX,50.795935170000000,0.334819550000000
thorny devil and Bronzewing pigeon,1547827,BN23 5BH,50.796945940000000,0.335096994000000
dugite and rock snake,1548166,BN22 9EA,50.799670120000000,0.286582411000000
Bronzewing pigeon and adder,1549578,BN21 2DE,50.771692770000000,0.275856508000000
diamond python and diamondback,180990,TN38 9RT,50.877388264956300,0.531742615529890
flying lizard and Tattler,1550200,BN20 8JH,50.774924000000000,0.251644451000000
krait and leguaan,1549541,BN21 1XP,50.788631290000000,0.257666379000000
wall lizard and slowworm,1548023,BN23 6AR,50.787946610000000,0.318232325000000
blind snake and sand viper,1550396,BN20 7LX,50.759596690000000,0.271199918000000
sand viper and Vulture,1550335,BN20 7EQ,50.761188570000000,0.273971267000000
Chipmunk and ringhals,182803,TN34 3QG,50.875904291629600,0.600438135529575
Chickadee and pit viper,181231,TN38 0HQ,50.852761146938300,0.553389000000000
cobra and pit viper,1550373,BN20 7JN,50.757210350000000,0.275961994000000
puff adder and Perching duck,178770,TN40 9SG,50.841663174860600,0.470927231692032
king snake and diamondback terrapin,1548635,BN22 7NG,50.771744090000000,0.295262098000000
Black jay and skink,1548324,BN23 5BE,50.799319320000000,0.335598505000000
leguaan and kabaragoya,1550422,BN20 8UD,50.785289210000000,0.253291645000000
gecko and jew lizard,183255,TN33 9LH,50.889313998597200,0.422030464227808
boa and Partridge,179290,TN40 2BH,50.848514176281900,0.471047792148461
Thrasher and Flameback,181155,TN38 8BD,50.847785887287200,0.511883004375379
Night heron and horned viper,1546064,BN26 6BY,50.824349000000000,0.240731077000000
copperhead and Rabbit,1549692,BN21 2PL,50.777294880000000,0.266681145000000
Eagle and deaf adder,179211,TN40 1SS,50.842918556815900,0.480852216939937
brown snake and Darwin's finches,181176,TN38 8DG,50.859379775433400,0.531008416156594
mamba and lizard,1546084,BN26 6EB,50.821829180000000,0.250620486000000
anole and dugite,1548561,BN22 7DY,50.775618720000000,0.297636261000000
death adder and Jerboa,180623,TN39 4EJ,50.853469718401600,0.454444004371912
boomslang and Tattler,180618,TN39 4ED,50.854991000000000,0.455320000000000
Night heron and American sparrow,179320,TN40 2DY,50.851247516385300,0.476179311254429
Skunk and Myna,183152,TN33 9EJ,50.870822200984900,0.407255663709255
thorn lizard and Bronzewing pigeon,1549694,BN21 2PP,50.776572000000000,0.266448000000000
pit viper and Triller,1548514,BN22 8UF,50.778225980000000,0.290373402000000
brown snake and Herring gull,180330,TN39 4NZ,50.852516628845400,0.433393952180933
harlequin snake and Snipe,180530,TN39 3UN,50.840573928818500,0.437630481802244
gavial and anole,1547763,BN23 6QN,50.797352810000000,0.286880835000000
Jay and Grosbeak,183652,TN33 0DA,50.911591000000000,0.494305605176988
green turtle and bandy-bandy,180974,TN38 9QX,50.871149022424400,0.539065921192095
Mamo and boa constrictor,180151,TN39 5HZ,50.857562789297100,0.459106673558058
gopher snake and worm lizard,1764201,TN37 7FB,50.879543000000000,0.563293000000000
Mole and Peafowl,1545767,BN26 6RF,50.835173980000000,0.239048146000000
Prion and Greenbul,180998,TN38 9SD,50.878288131476900,0.538345180129341
Boto and brown snake,2649784,BN24 5GY,50.819942000000000,0.291506000000000
ringhals and slowworm,1549049,BN21 9HA,50.769351510000000,0.278763803000000
amphisbaena and king cobra,1548955,BN21 4RE,50.768451570000000,0.282010417000000
asp and Night heron,1547967,BN23 5RP,50.792612190000000,0.321514029000000
Thrasher and hognose snake,179162,TN40 1QA,50.841567946494000,0.474146763325037
Guillemot and asp,1763842,TN33 9BQ,50.943595085477700,0.431470821987538
adder and Pitohui,1547766,BN23 6QY,50.788372160000000,0.299921662000000
Prion and Pratincole,183164,TN33 9HA,50.862608000000000,0.391712000000000
Francolin and frilled lizard,1548348,BN22 8DY,50.774842640000000,0.295484731000000
Gila monster and Warbler,1548461,BN22 8RD,50.782673620000000,0.301103240000000
Pitohui and Jerboa,1545496,BN27 2SG,50.857044220000000,0.274070266000000
Shearwater and deaf adder,180904,TN39 3QN,50.844972398073000,0.460745829264278
Nukupuʻu and soft-shelled turtle,180517,TN39 5BB,50.856800052974000,0.469667008468137
tree snake and Jerboa,179403,TN40 1AP,50.839066756460200,0.474184888286437
Wallaby and Philippine hawk-owl,183307,TN33 9QJ,50.943387714928400,0.429891000000000
deaf adder and pit viper,182871,TN34 2LL,50.861973503825700,0.582154053809595
indigo snake and Kākāriki,1550814,BN20 7DE,50.764032400000000,0.277569371000000
Grouse and Pratincole,1549097,BN21 9SJ,50.766829230000000,0.278045582000000
amphisbaena and Marmoset,1550005,BN20 9EX,50.794180940000000,0.255322808000000
Capuchin and leguaan,2632599,TN40 1FL,50.842972000000000,0.478229000000000
Peafowl and Coati,181657,TN37 7AE,50.872854861469500,0.553629328280851
king snake and tiger snake,1545274,BN27 2FB,50.864376910000000,0.262830397000000
Moluccan boobook and Herring gull,1550810,BN20 7BS,50.761701850000000,0.276704627000000
diamondback turtle and Old World vulture,1544646,BN27 4RD,50.908141670000000,0.346148955000000
Bronzewing pigeon and Polecat,179488,TN40 1HH,50.840070567335500,0.474351634490585
rat snake and Francolin,1549159,BN21 3TT,50.771648800000000,0.287754343000000
cobra and skink,182080,TN35 5LX,50.866746709591100,0.599288763009913
diamondback and tree snake,1544651,BN27 4RR,50.877957090000000,0.362686583000000
Perching duck and diamondback turtle,180858,TN38 9HP,50.875622700744100,0.545094896954145
Egret and Elephant,1547832,BN23 5DD,50.792208000000000,0.328788000000000
Bunting and Tahr,178943,TN40 2HA,50.845327941521000,0.477939912590596
Hawaiian honeycreeper and frilled lizard,183275,TN33 9NH,50.894297292948100,0.414623890159339
wall lizard and diamondback,180510,TN39 5AT,50.858214538337200,0.475070577494559
diamond snake and python,1550193,BN20 8HU,50.771749800000000,0.254867675000000
Kangaroo and bull snake,1549193,BN21 3XS,50.774278670000000,0.286194747000000
cerastes and tiger snake,182525,TN34 2UG,50.880661582252900,0.586713249310376
Dorcopsis and Schneider python,1545837,BN26 5QL,50.790210000000000,0.216254000000000
Nukupuʻu and horned toad,1544635,BN27 4QP,50.909099520000000,0.310306459000000
Greenbul and Pheasant,178775,TN40 9SP,50.841663174860600,0.470927231692032
Skunk and diamond python,180901,TN39 3QH,50.844828003830400,0.458209546124425
