name,id,postcode,lat,lon
blue racer and Wallaby,474015,RH13 0UW,51.030054530110500,-0.396085331386711
sidewinder and Night heron,1093873,GU6 7PJ,51.163619136109400,-0.446964482055719
Zebra and giant tortoise,465514,RH5 6PS,51.198038393088600,-0.414433533468599
Marmoset and Jerboa,1112854,GU1 2AX,51.239384661591600,-0.561154358725689
cayman and Dolphin,1092395,GU8 5RY,51.165666000000000,-0.662791031831380
king cobra and tokay,1096264,GU4 8LN,51.212705995704900,-0.546766693918041
kabaragoya and glass snake,1093674,GU6 8LE,51.127809000000000,-0.536699000000000
Moluccan boobook and Vulture,1096354,GU4 8RP,51.221787234692400,-0.515148267076434
cobra de capello and flying lizard,1112398,GU1 4XE,51.235591453266800,-0.579553000000000
king cobra and thorny devil,1110394,GU12 4PZ,51.242689556081900,-0.743556349888206
gopher snake and Thicketbird,1095508,GU5 9BL,51.224354000000000,-0.480309000000000
Duck and Night heron,2653123,GU6 8FU,51.131659000000000,-0.483501000000000
dukite and Boto,2626464,GU7 9JB,51.185942000000000,-0.605926000000000
Cuscus and king snake,473941,RH13 0QD,51.027341610781600,-0.387152184861057
diamond snake and krait,1113392,GU1 1EH,51.245602000000000,-0.579744000000000
Linsang and Eagle,466220,RH4 3BY,51.228104119492200,-0.339454307256578
Polecat and Thicketbird,1112747,GU1 2XZ,51.241596729153300,-0.524309762480066
Magpie and Chickadee,1113008,GU1 2NF,51.244614000000000,-0.548326000000000
Pheasant and sand lizard,1092886,GU7 3JP,51.195227000000000,-0.599956000000000
Kākāriki and Ground sloth,1092937,GU7 2BQ,51.202755088635900,-0.622930649900273
Fulmarine petrel and loggerhead,1110209,GU12 6PS,51.244802275238500,-0.734329488684275
worm lizard and Hawk,1093489,GU7 1DR,51.187372672049200,-0.607291059832431
Dolphin and White ibis,1112848,GU1 2AQ,51.236554636161400,-0.554796521131818
Viscacha and Viscacha,1112196,GU10 1DT,51.240134149233000,-0.735059261113380
Kite and copperhead,1105990,GU2 8LR,51.247939069509300,-0.614288632160857
puff adder and Gull,1112156,GU10 1AQ,51.236582625813900,-0.733437710457253
skink and Rabbit,1093081,GU7 2LJ,51.183749284512100,-0.624827693924049
snapping turtle and Diving bird,1112582,GU1 3YA,51.234053000000000,-0.574370000000000
