name,id,postcode,lat,lon
chameleon and Peafowl,561198,PH10 6NB,56.585704000000000,-3.325699000000000
viper and Boto,560400,PH13 9PL,56.504721675539500,-3.296078799917210
bicycle lizard and Mamo,561061,PH10 6DR,56.588929401041000,-3.342437415487990
puff adder and viper,560542,PH12 8RD,56.608839188777700,-3.140002000000000
Piping shrike and hoop snake,560405,PH13 9PS,56.499376000000000,-3.341724000000000
chameleon and Rat,561577,PH1 4QN,56.520188000000000,-3.394473000000000
smooth snake and Hawaiian honeycreeper,560978,PH10 7BP,56.590148660875000,-3.330984031685170
blue tongue and Tattler,560988,PH10 7DB,56.594191543076200,-3.328487878317840
gavial and Viscacha,560575,PH12 8SU,56.563160312555200,-3.199254835058030
Ground sloth and Recurvebill,561014,PH10 7EP,56.594441242186400,-3.331736000000000
king cobra and Jerboa,561023,PH10 7HA,56.594647670583500,-3.321093726567150
anaconda and Herring gull,560343,PH13 9JN,56.537035984051900,-3.238333455693530
Bunting and Night heron,560557,PH12 8RX,56.587106758565900,-3.161130681844620
sidewinder and Mockingbird,560326,PH13 9HP,56.568023000000000,-3.317122000000000
Badger and sea snake,559387,PH2 6BT,56.473124270014900,-3.407260121733300
Duck and horned toad,560750,PH11 8AU,56.621519690295400,-3.230994522681180
cobra de capello and Logrunners,561446,PH1 4ER,56.518409554364000,-3.471547593323630
Stint and soft-shelled turtle,560993,PH10 7DH,56.594042110129600,-3.321430878593000
gecko and Armadillo,560565,PH12 8SG,56.568963726406300,-3.139140946389970
Jay and Logrunners,560238,PH13 9EZ,56.558800830408400,-3.211498645716090
Macaw and puff adder,560564,PH12 8SF,56.581792179671800,-3.156816288626900
Stint and Herring gull,561012,PH10 7EL,56.595201598691200,-3.334011821322480
diamond snake and horned viper,560473,PH14 9RB,56.464705812558700,-3.209457695620580
Grosbeak and ringhals,561057,PH10 6DL,56.589638927847700,-3.342462575460850
Jay and king cobra,559389,PH2 6BW,56.480012566667100,-3.414659452528740
gaboon viper and taipan,560608,PH12 8UP,56.547054256946700,-3.121924747070260
Night heron and deaf adder,561063,PH10 6DT,56.588757892917600,-3.343343214527350
snapping turtle and coral snake,560853,PH10 6SW,56.594598164463700,-3.474198964984900
diamondback turtle and Booted eagles,560489,PH14 9RY,56.443230790770200,-3.169293657259980
Chicken and Chickadee,560890,PH11 8JJ,56.625188000000000,-3.207765029927780
smooth snake and Parrotlet,561472,PH1 4JB,56.539641000000000,-3.482877000000000
soft-shelled turtle and cobra de capello,560836,PH10 6RY,56.587923809890400,-3.353148694691000
leguaan and Petrel,560370,PH13 9LX,56.516258000000000,-3.270908000000000
Mink and soft-shelled turtle,560605,PH12 8UJ,56.556410167722200,-3.142310346795810
bearded lizard and puff adder,561188,PH10 6LQ,56.574569127978500,-3.344337511932730
Jay and Masked owl,560797,PH11 8EE,56.620043603452200,-3.227621929758620
Schneider python and hognose snake,1802566,PH10 6HE,56.585627750900000,-3.327406289900000
Quetzal and Pheasant,559515,PH2 6NW,56.434672829439600,-3.366656758760160
whip snake and amphisbaena,560811,PH11 8FB,56.625884553188600,-3.236596907478170
asp and Treepie,560371,PH13 9LY,56.543788385175100,-3.275164313670240
king snake and Black jay,559438,PH2 6EY,56.451255197597900,-3.351433057568560
amethystine python and leathery turtle,561181,PH10 6LF,56.574567429309700,-3.336996310181840
cerastes and python,560965,PH10 7AU,56.596604928960200,-3.328816893517480
Jay and rock python,560997,PH10 7DR,56.596620123580600,-3.321488313900090
saltwater crocodile and Minke whale,560236,PH13 9EX,56.577250242120800,-3.224850913021590
Magpie and Vole,560624,PH13 9AH,56.547302000000000,-3.266369000000000
kabaragoya and Jackal,561047,PH10 6BX,56.590734220263200,-3.340218000000000
Zebra and thorn lizard,561978,PH1 3HW,56.449585893864000,-3.469826463547390
Old World quail and thorn lizard,561320,PH10 6RB,56.571159445718500,-3.418321686227700
Grouse and loggerhead,560760,PH11 8BG,56.622079751292800,-3.222702000000000
Grackle and Hawaiian honeycreeper,560948,PH10 6XZ,56.577769626638000,-3.322377012678250
massasauga and Moluccan boobook,560738,PH11 8AA,56.622764483159800,-3.230497217389880
dukite and Skunk,561147,PH10 6HN,56.594174000000000,-3.340180000000000
swift and tokay,560481,PH14 9RN,56.445087499342100,-3.169626457193670
black snake and worm lizard,1802568,PH10 7FE,56.596319143200000,-3.326608587400000
water snake and smooth snake,560611,PH12 8US,56.558983000000000,-3.140006205345390
Songlark and Chicken,561305,PH10 6QH,56.567518185553300,-3.349116138471520
Night heron and iguana,561486,PH1 4JX,56.551447910575600,-3.450119776147120
loggerhead and giant tortoise,560867,PH10 6TQ,56.581627442136300,-3.336350132099070
Vole and Mockingbird,1340803,DD8 5NX,56.623785890256100,-3.098319237186440
bearded dragon and boa constrictor,560482,PH14 9RP,56.446565463519800,-3.169152757654220
Mole and anaconda,560599,PH12 8UA,56.559181000000000,-3.141971000000000
Kākāriki and Towhee,560714,PH13 9DT,56.546100890840400,-3.270443876630300
cobra and moloch,560395,PH13 9PE,56.518982562126300,-3.300190214457060
brown snake and Shearwater,560899,PH11 8JY,56.626536367761600,-3.277025013618580
Gila monster and caiman,560977,PH10 7BN,56.589102288785400,-3.331370620285870
cobra and Civet,561300,PH10 6QB,56.573959442802900,-3.347538765667500
tiger snake and Duck,561462,PH1 4HL,56.534826388296700,-3.469176106948350
Fish eagle and wall lizard,1345984,DD2 5EF,56.455738600863000,-3.117494723783350
cayman and agama,560791,PH11 8DX,56.623230177875400,-3.234277244999650
jew lizard and loggerhead,560543,PH12 8RE,56.617155409325000,-3.113476782755400
blind snake and Ground sloth,561313,PH10 6QT,56.576576000000000,-3.353134000000000
sand lizard and Nukupuʻu,561193,PH10 6LW,56.574183099359500,-3.317450014350280
