name,id,postcode,lat,lon
River dolphin and Peafowl,1263368,DY11 7BU,52.369157045228500,-2.265339220110690
American sparrow and grass snake,1050314,HR7 4LL,52.191903000000000,-2.509665000000000
Partridge and gavial,1769541,DY11 9SB,52.360054130201200,-2.269631447812520
Coati and Solitaire,1263398,DY11 7EX,52.366035000000000,-2.274661000000000
Buzzard and Armadillo,41712,WR6 5JL,52.176141465421500,-2.285772534559020
Recurvebill and American sparrow,1262246,DY13 0JQ,52.326241506009600,-2.286856945362530
flying lizard and Kangaroo,41170,WR6 6NP,52.268866342767600,-2.263743000000000
king snake and rock python,1262928,DY11 7JU,52.373149574520500,-2.264937200296340
Greenbul and Minke whale,44055,WR15 8SR,52.294777937959500,-2.518177413737240
chameleon and Wader,1050005,HR7 4SG,52.165234000000000,-2.552373000000000
Polecat and amethystine python,1263388,DY11 7EJ,52.367377488733800,-2.273009674590530
Egret and American sparrow,1049951,HR7 4PJ,52.205525874724300,-2.478784033447240
Ground sloth and cayman,1262289,DY13 0NY,52.325954943327400,-2.297302234100980
glass snake and mud turtle,41380,WR6 5RQ,52.178437000000000,-2.442531000000000
Goose and Mamo,1261386,DY14 9JL,52.341188374309400,-2.456573038484030
kabaragoya and dukite,1769705,DY13 9DU,52.337587779369700,-2.277346746421750
diamondback and Zebra,1054155,HR1 3HX,52.157606000000000,-2.666150000000000
tokay and leathery turtle,1262433,DY12 2YE,52.330697416942400,-2.329427255903200
deaf adder and Minke whale,1261045,DY14 9TQ,52.370033856971800,-2.398076058202060
Zebra and Schneider python,1049942,HR7 4NX,52.195316276672300,-2.489764000000000
Stint and swift,1261954,DY13 9FD,52.336862222903700,-2.277973018813880
Philippine hawk-owl and moloch,41672,WR6 5EF,52.151293899812000,-2.396822498794250
Pheasant and Pratincole,44077,WR15 8XX,52.312088606119300,-2.593643686481460
diamondback turtle and viper,41244,WR6 6SF,52.292194000000000,-2.362951000000000
diamondback turtle and blue tongue,1769695,DY13 3DG,52.339683655472500,-2.280383000000000
Coati and perentie,1262156,DY13 8QL,52.351926325989200,-2.286935255009030
Ibex and Darwin's finches,44244,WR15 8BL,52.310594292585700,-2.595809223209660
Vole and Elephant,1262217,DY13 8TT,52.344538287034100,-2.293478298908580
Rat and diamondback terrapin,1263370,DY11 7BX,52.370259343344000,-2.266888032025250
Siskin and Flameback,1262038,DY13 8BY,52.344088943853100,-2.274730295998820
cobra de capello and Greenbul,1050051,HR7 4UA,52.190837000000000,-2.514949000000000
giant tortoise and Marsh harrier,1262441,DY12 2YQ,52.339681472542500,-2.325164201306720
Petrel and skink,1050324,HR7 4LY,52.223057635427400,-2.525173694869090
indigo snake and Buzzard,1262637,DY12 2DW,52.373367964706000,-2.314997000000000
mud turtle and hawksbill,1261512,DY14 9RS,52.340674435062900,-2.394627084983440
agamid and puff adder,1050000,HR7 4SA,52.188498304549300,-2.564100306809430
Pratincole and blue racer,1050276,HR7 4HL,52.187105307293100,-2.512784660917190
Songlark and diamond python,1262622,DY13 0EQ,52.327918932432700,-2.288393859621910
Shearwater and blue racer,1262013,DY13 9ND,52.337730900366800,-2.263771284375050
Skunk and Grosbeak,41349,WR6 5PH,52.200397585108300,-2.394831134213770
hawksbill and Magpie,1050186,HR7 4AR,52.187844091366300,-2.514489959739270
bandy-bandy and wall lizard,43571,WR2 6QB,52.221670296483200,-2.306705329139170
Skunk and Coati,44348,WR15 8JP,52.312423000000000,-2.444205000000000
Kite and moloch,44275,WR15 8EB,52.310202146941000,-2.595129232622980
puff adder and Marsh harrier,41409,WR6 5TP,52.186991891374400,-2.461909768664770
agama and Herring gull,41210,WR6 6QR,52.263282663037800,-2.347081211347200
chameleon and Jerboa,1261945,DY13 9EN,52.337084000000000,-2.279633000000000
gaboon viper and Armadillo,1049996,HR7 4RW,52.164827000000000,-2.607675000000000
gavial and sand viper,43549,WR2 6NU,52.248247000000000,-2.269772000000000
coral snake and viper,1262658,DY12 2EX,52.370815168514100,-2.321632876138940
skink and agamid,44322,WR15 8JD,52.320080546783100,-2.535447552945650
bull snake and skink,1050009,HR7 4SN,52.176537036020200,-2.613494628965490
Puffleg and tiger snake,1261735,DY14 0BE,52.352807000000000,-2.543111000000000
Mole and Dolphin,43569,WR2 6PY,52.230116357745200,-2.298095905027370
gaboon viper and tree snake,41164,WR6 6NF,52.264737506543300,-2.268421994824130
Armadillo and Shearwater,1261129,DY14 9XF,52.363480401636200,-2.378823273666780
king snake and Elephant,44049,WR15 8SH,52.304673870061300,-2.556248686250330
blue tongue and Mouse,1261423,DY14 9NJ,52.366834604610100,-2.431018573698950
Thicketbird and Polecat,1262066,DY13 8JA,52.346991000000000,-2.276187000000000
leguaan and diamondback terrapin,1261375,DY14 9HX,52.343296000000000,-2.422129000000000
anaconda and king snake,1261868,DY13 9AN,52.341207591720900,-2.272789603413580
Fulmarine petrel and Prion,221920,SY8 4LZ,52.352687665602300,-2.664250000000000
alligator and coral snake,41202,WR6 6QF,52.230122000000000,-2.351961000000000
Tattler and cobra de capello,1262421,DY13 8AS,52.348632000000000,-2.274169364096460
Francolin and Kestrel,222105,SY8 3LA,52.369657532359400,-2.631016989419790
Booted eagles and cobra,1261898,DY13 9DE,52.345222954454500,-2.274194196753080
tortoise and Bronzewing pigeon,1262350,DY13 0UB,52.317495000000000,-2.311696000000000
milk snake and gopher snake,1261685,DY14 0AE,52.364050380259400,-2.503083305277170
diamondback terrapin and Petrel,2584253,HR7 4FR,52.189827000000000,-2.509568000000000
