name,id,postcode,lat,lon
bull snake and Kite,1734760,BT77 0AY,54.426677000000000,-7.133171000000000
New World blackbird and sea snake,1734593,BT75 0NH,54.339703000000000,-7.293747000000000
Piping shrike and Chickadee,1748415,BT94 3GA,54.375705000000000,-7.393583000000000
elapid and thorny devil,1700813,BT76 0HF,54.395769000000000,-7.185244000000000
Dorcopsis and Stilt,1706586,BT94 5SY,54.326166000000000,-7.475666000000000
worm lizard and cobra,1746671,BT92 0JE,54.252146000000000,-7.442575000000000
pit viper and Darwin's finches,1706477,BT94 4TF,54.352537000000000,-7.402844000000000
lizard and pit viper,1938688,BT94 3LZ,54.379744000000000,-7.458883000000000
diamond snake and boa,1734641,BT75 0QX,54.385116000000000,-7.351888000000000
Condor and Ibex,1735120,BT78 2EW,54.466593000000000,-7.270759000000000
Condor and skink,1699654,BT76 0HG,54.389824000000000,-7.204296000000000
amphisbaena and rat snake,1735157,BT78 2JY,54.464905000000000,-7.381607000000000
Macaw and Zebra,1938701,BT94 4BB,54.329652000000000,-7.459034000000000
sand viper and Recurvebill,1734633,BT75 0QN,54.379717000000000,-7.315729000000000
B and Greenbul,1747043,BT92 5GY,54.257132000000000,-7.401386000000000
hawksbill and thorn lizard,1734682,BT75 0TR,54.407757000000000,-7.258637000000000
Myna and cobra,1734622,BT75 0PX,54.377247000000000,-7.314617000000000
dugite and monitor,1747313,BT92 7QW,54.257251000000000,-7.153131000000000
Ibex and Fish eagle,1746987,BT92 5AA,54.279532000000000,-7.340097000000000
diamond snake and Marsh harrier,1926451,BT92 0EZ,54.281303000000000,-7.428179000000000
turtle and Ground sloth,1734778,BT77 0BY,54.431725000000000,-7.149552000000000
diamondback terrapin and fer-de-lance,1734725,BT76 0LB,54.393682000000000,-7.250162000000000
Kite and hognose snake,1706435,BT94 4NE,54.336466000000000,-7.484633000000000
Old World vulture and jew lizard,1706413,BT94 4HW,54.307860000000000,-7.358801000000000
water snake and glass snake,1746603,BT92 0AG,54.273377000000000,-7.407306000000000
Coati and Mockingbird,1735191,BT78 2PD,54.473912000000000,-7.327191000000000
tuatara and Marsh harrier,1735236,BT78 2SB,54.467431000000000,-7.168001000000000
Fox and tuatara,1939314,BT94 4HB,54.305665000000000,-7.414753000000000
Egret and garter snake,1939312,BT94 4GU,54.343857000000000,-7.396958000000000
Old World warbler and Scimitar babbler,1939366,BT94 4QH,54.330846000000000,-7.441157000000000
milk snake and Goose,1734680,BT75 0TB,54.399034000000000,-7.365757000000000
adder and bull snake,1746674,BT92 0JH,54.250616000000000,-7.441829000000000
snake and Hawk,1746721,BT92 0QF,54.274272000000000,-7.466223000000000
amethystine python and jew lizard,1706332,BT94 3NE,54.352870000000000,-7.415620000000000
racer and puff adder,1926432,BT92 0BT,54.263835000000000,-7.431337000000000
Chipmunk and terrapin,1938631,BT94 3BT,54.378094000000000,-7.467676000000000
rat snake and death adder,1735160,BT78 2LB,54.467989000000000,-7.391030000000000
chuckwalla and diamond python,1926434,BT92 0BW,54.256659000000000,-7.455034000000000
