name,id,postcode,lat,lon
Francolin and Towhee,1069498,HG4 4NG,54.226060788430400,-1.714578598481820
death adder and Goose,1295295,DL8 4RJ,54.277544610530500,-1.838389101457730
snapping turtle and green turtle,1295846,DL8 1TU,54.295813999756300,-1.629592674694580
cerastes and Guillemot,1070428,HG3 5AD,54.112059185908800,-1.799476000000000
Asiatic leopard and Viscacha,1295596,DL8 4EY,54.318156116565300,-1.948821091225110
Flameback and ringhals,1295379,DL8 5AZ,54.308322000000000,-1.828187000000000
bandy-bandy and lizard,1070023,HG4 3HB,54.107303000000000,-1.669342000000000
taipan and Hawk,1295130,DL8 5PJ,54.301259572438500,-1.800725611075390
agamid and adder,1295422,DL8 5EL,54.308604004202500,-1.825157800344700
fer-de-lance and Grouse,1295405,DL8 5DQ,54.311249745367000,-1.834015143892360
Kestrel and Greenbul,1295556,DL8 4BD,54.257248456511600,-1.903353000000000
saltwater crocodile and Egret,1070429,HG3 5AE,54.123192586713800,-1.811509734929880
bandy-bandy and Fulmarine petrel,1295051,DL8 5JF,54.315143891891300,-1.823239418541480
rock python and puff adder,1295916,DL8 2DT,54.285473000000000,-1.588627000000000
habu and tiger snake,1295067,DL8 5LB,54.312665000000000,-1.823404000000000
grass snake and diamondback turtle,1069453,HG4 4HE,54.222533766263900,-1.657610000000000
copperhead and soft-shelled turtle,1295944,DL8 2EN,54.286070819199400,-1.595686572299060
bull snake and soft-shelled turtle,1070233,HG3 5ST,54.163378857472200,-1.860228946508020
Condor and Pheasant,1295539,DL8 4AB,54.310251000000000,-1.886245000000000
Rat and Magpie,1069706,HG4 3QE,54.168171075521800,-1.630886000000000
Songlark and Vulture,1070021,HG4 3EZ,54.100317298354600,-1.640771000000000
bearded dragon and Parakeet,1070019,HG4 3EX,54.115781000000000,-1.645058000000000
Partridge and Tree warbler,1295256,DL8 4PB,54.286364494596700,-1.804238242351340
Masked owl and River dolphin,1295308,DL8 4SH,54.269035630984900,-1.782394186787050
glass snake and python,1295951,DL8 2EW,54.286163259678500,-1.596453710004190
sand lizard and Kestrel,1295347,DL8 4TX,54.215926405127100,-1.949468298730910
Dorcopsis and Piping shrike,1295582,DL8 4EF,54.314993000000000,-1.930425000000000
Parrotlet and Lemming,1295388,DL8 5BL,54.309150000000000,-1.829121667476850
jew lizard and tokay,1070018,HG4 3EW,54.112751118222300,-1.630093378749310
Pratincole and perentie,1295139,DL8 5PW,54.298330434336900,-1.795761384437500
grass snake and Herring gull,1069471,HG4 4JF,54.257082239376300,-1.763131456641830
gavial and Lemming,1069796,HG4 4AW,54.263582570757500,-1.637327000000000
massasauga and Darwin's finches,1295880,DL8 2AJ,54.287722096512200,-1.592306258232610
cerastes and Zebra,1295247,DL8 4NG,54.291667305738200,-1.911506856279770
Fish eagle and agamid,1295545,DL8 4AJ,54.315666603205600,-1.893516723615790
bearded lizard and taipan,1295941,DL8 2EH,54.285212776657000,-1.594420048308660
amethystine python and Recurvebill,1295073,DL8 5LL,54.314490860627300,-1.744556476936350
Ice seal and mamba,1069716,HG4 3QS,54.157367000000000,-1.705465000000000
gopher snake and bicycle lizard,1069518,HG4 4PP,54.244125000000000,-1.706505000000000
Shearwater and Logrunners,1295377,DL8 5AX,54.309792808125500,-1.826889527947970
Recurvebill and hognose snake,1295608,DL8 4HR,54.303912000000000,-1.858294000000000
bearded dragon and Eagle,1295066,DL8 5LA,54.314956000000000,-1.842900000000000
Duck and chuckwalla,1295577,DL8 4DZ,54.317474814564700,-1.933818480053230
caiman and Shearwater,1296116,DL8 1LQ,54.307753033436900,-1.630884126943910
Jackal and Perching duck,1295513,DL8 3SP,54.288974332270900,-1.977138115007670
soft-shelled turtle and Coati,1295269,DL8 4PT,54.285423797200100,-1.800556181323350
bearded dragon and constrictor,1069987,HG4 3DF,54.184643299507100,-1.652513000000000
Hawaiian honeycreeper and terrapin,1296422,DL8 1AL,54.289561572398600,-1.591443187047170
iguana and chameleon,1069760,HG4 3SP,54.163515313026900,-1.645982568092500
Darwin's finches and tree snake,1295364,DL8 5AE,54.311343674686900,-1.830464268095010
tree snake and death adder,1069992,HG4 3DN,54.183451000000000,-1.685192000000000
perentie and whip snake,1295647,DL8 2QG,54.231209395902000,-1.592203382962220
tuatara and bearded lizard,1295084,DL8 5LZ,54.305896471067500,-1.719098548669220
mountain devil and Marmoset,1070227,HG3 5SE,54.158477000000000,-1.835268067296180
blue racer and flying lizard,1295381,DL8 5BB,54.309381264042000,-1.828197650779330
frilled lizard and Lemming,1295591,DL8 4ES,54.319261000000000,-1.928527000000000
Scimitar babbler and snapping turtle,1296060,DL8 1EU,54.288076113240200,-1.593347350561350
monitor and Diving bird,1069970,HG4 3BG,54.119399398668800,-1.598441570507660
Gull and smooth snake,1296090,DL8 1JF,54.307366311228300,-1.633746166724460
