name,postcode,lat,lon
Flameback and Stint,N16 0JH,51.562353326905900,-0.082286047401021
Songlark and Black jay,N15 3QB,51.587105627981900,-0.093629584067956
Jackal and Snipe,N17 8LN,51.605284418294700,-0.084550034533115
Mouse and Wallaby,E5 9QJ,51.558894043930700,-0.051890439410313
Piping shrike and Tree warbler,W1K 5AS,51.513109814396300,-0.150578189537405
Marsh harrier and Zebra,E7 9DF,51.548799721156900,0.016507302997522
Tattler and Thicketbird,SE16 4EF,51.498363000000000,-0.069658000000000
Stint and Flameback,N15 5LD,51.583183939877500,-0.074293023862538
Pratincole and Jay,N17 0EB,51.606710212397900,-0.059504000000000
Black jay and Old World quail,N16 6QL,51.570551316265200,-0.067294314773275
Cloud rat and Towhee,IG11 7GT,51.536611000000000,0.080122000000000
Puffleg and Rat,E8 4PS,51.536161276524000,-0.064411236881404
Zebra and Myna,E8 1FD,51.548605000000000,-0.061489000000000
Francolin and Pheasant,RM8 2YD,51.548326465998200,0.123840770244581
Condor and Thrasher,NW1W 8GL,51.530783041088500,-0.135430048905449
Macaw and Flameback,N1P 1UW,51.538645000000000,-0.103543000000000
Ibex and Solitaire,IG8 8BD,51.609630775589200,0.061765278605766
Gull and Wader,N18 1PW,51.617320307107900,-0.078193025368108
Booted eagles and Perching duck,NW3 3LY,51.544501691201900,-0.161968049724688
Hawk and Mink,E2 9BJ,51.533056097674800,-0.062610890578645
Old World quail and Francolin,E14 7BS,51.516641596764000,-0.038084275818248
Kākāriki and Eagle,N5 1PX,51.549866001048100,-0.106293010627117
Egret and Stilt,SE1 7HJ,51.499326630145300,-0.113862000000000
Darwin's finches and Civet,E13 0HZ,51.531622597365500,0.021065000000000
Old World vulture and Armadillo,WC2E 7NX,51.512657788138700,-0.119884822298920
Pheasant and Wader,IG10 3SD,51.643534000000000,0.083668000000000
Prion and Macaw,EN2 6LX,51.651998232641200,-0.080586354036134
Skunk and Moluccan boobook,W1U 4AJ,51.520068744279400,-0.153352093424342
Dorcopsis and Mamo,SW1E 5HW,51.498730224085500,-0.140873419951165
Minke whale and Old World quail,W1K 4EA,51.511889484750900,-0.147327357661542
Meadowlark and Hawk,N1 7DJ,51.536536190247400,-0.093897651897629
Polecat and Solitaire,CM16 7JR,51.669203600310900,0.096473653197399
Egret and Rat,E15 1TA,51.551713427228300,0.009164270795165
Guillemot and Stilt,E10 5AN,51.571566627898300,-0.013929901900322
Chicken and Perching duck,SE1 3GN,51.499569000000000,-0.076811000000000
Jay and Magpie,E5 0AZ,51.555955805377400,-0.043923165562490
Kestrel and Kite,W1K 3PA,51.510631453943300,-0.146816357947214
Towhee and Jackal,E8 1EX,51.546044092595000,-0.058424734605196
Prion and Pitohui,N1 8QB,51.536855636564900,-0.098065984196216
Elephant and Triller,W1H 2HB,51.519011774577300,-0.162778247259489
Rabbit and Perching duck,IG10 2AY,51.648743987938100,0.081392056086592
Grackle and Guillemot,E4 6BL,51.632539182506400,0.013861208511434
Guillemot and Minke whale,IG11 9QE,51.536158459040000,0.103922896800907
Fulmarine petrel and Meadowlark,SE28 0NQ,51.503553888639700,0.088140902723712
Booted eagles and Grackle,N13 4AT,51.625838194964500,-0.113244639719017
Old World warbler and Ibex,EC1A 9PS,51.519104536450900,-0.101962261474678
Linsang and Mockingbird,WC1H 9RH,51.525738198200200,-0.124708816260487
Vulture and Magpie,W1J 6BU,51.509876766992100,-0.144584461159808
Civet and Magpie,N8 8PB,51.583383039977500,-0.122653980187145
Rabbit and Cloud rat,N10 9EB,51.592197000000000,-0.142823000000000
Kestrel and New World blackbird,N16 0TS,51.559627907179300,-0.081693789087285
Ibex and Stilt,E11 4EJ,51.558927808608600,-0.004670419588556
Dorcopsis and Tit-tyrant,WC1A 9JH,51.524503057780500,-0.112088284788377
Minke whale and Armadillo,E14 1TL,51.510000000000000,-0.006148000000000
Myna and Crow,N8 7JR,51.584832355571500,-0.121064160233087
Francolin and Fulmarine petrel,N7 6JU,51.559921036316400,-0.122047833412710
Scimitar babbler and Skunk,SE1 2XF,51.501059358249300,-0.076200865225178
Cloud rat and Songlark,W1D 3QF,51.515869655857500,-0.132363847833527
Piping shrike and Piping shrike,N10 3HU,51.587255382169000,-0.148478199481752
Tit-tyrant and Songlark,EN4 8FN,51.644294748000000,-0.147297309200000
Boto and Grouse,NW5 2UY,51.551355809852300,-0.136435250344540
Gull and Meadowlark,IG1 2BN,51.547106773247700,0.071860411994920
Pratincole and Dolphin,W1U 1PE,51.516566569252800,-0.146820492879873
Treepie and Wallaby,WC1R 5AH,51.520012000000000,-0.113437246244390
Puffleg and Snipe,E2 8EE,51.534214295587200,-0.076158637014068
Skunk and Civet,EC1V 4QR,51.525624475584900,-0.103914000000000
Condor and River dolphin,E10 6DQ,51.577409000000000,-0.008393000000000
Macaw and Night heron,E8 1JU,51.548862177094300,-0.056458553424796
Vole and Cloud rat,E2 8QA,51.532025619640700,-0.066648460220965
B and Ice seal,N6 4EB,51.579337135484000,-0.156160836497766
Quetzal and Old World quail,N1 9DS,51.531863776447800,-0.120319139727361
Tree warbler and Myna,W1T 5ER,51.523818217744000,-0.139102181739556
New World blackbird and Pheasant,N7 9NH,51.545592954029000,-0.120171629704649
Argus and Peafowl,N21 1HU,51.634012536793200,-0.103772795621917
Stint and Kite,E3 5GY,51.526368233700000,-0.031899690800000
Prion and Meadowlark,SE1 2DL,51.499104823594500,-0.071629485939277
Macaw and Prion,SE1 0FH,51.499258347800000,-0.103564983000000
Chipmunk and Buzzard,EC2R 6JJ,51.516633279890000,-0.088776036648033
Old World vulture and Jerboa,W1J 7JT,51.505378298961700,-0.146150515671725
Night heron and Tahr,IG4 5PD,51.580929103753800,0.044126715469023
Asiatic leopard and Ice seal,IG3 8DG,51.561680778826900,0.098853556486457
Hawaiian honeycreeper and Boto,E18 2LG,51.596836216672400,0.012959993914178
Egret and Thicketbird,E5 0LZ,51.552439838815400,-0.049872693470051
Bronzewing pigeon and Rat,E6 5JT,51.517917242701200,0.051467000000000
Petrel and Piping shrike,IG2 7NF,51.578328726132300,0.086111177588729
Old World quail and Elephant,W1D 4DL,51.514362537051700,-0.130897777775086
Armadillo and Warbler,E12 5DB,51.554665000000000,0.045055000000000
Vole and Triller,SE28 0DD,51.497688172062600,0.088276190219910
American sparrow and Mamo,N18 1AT,51.610241002353600,-0.087966551539097
Duck and Kākāriki,E15 1EA,51.551684339039200,0.000868919613299
Solitaire and Chicken,E6 5RN,51.514057436501500,0.051969751076955
Boto and Badger,E8 4WF,51.532723121174400,-0.060419022529586
Gull and Flameback,W1W 6BR,51.519113665539800,-0.141845210291204
Kestrel and Gull,EC4M 7DQ,51.515052000000000,-0.099825000000000
Prion and Thrasher,N6 5TX,51.577829975938800,-0.134197898841664
Eagle and Old World vulture,NW1 1LA,51.529627945738500,-0.132348705578885
Fox and Gull,E3 5QR,51.531347137089700,-0.038778528585828
Coati and Mockingbird,EN2 7LR,51.647375041367400,-0.124477990984519
Kangaroo and Condor,W1K 4HL,51.512759606117700,-0.147191172451613
Logrunners and Ibex,EN3 7NF,51.658784346682500,-0.026688013004352
Peafowl and Towhee,EC4Y 7AR,51.512968738964800,-0.110980000000000
Old World warbler and Perching duck,W1J 0QW,51.508878596592400,-0.140042425324440
Macaw and Warbler,W1S 3EQ,51.509302570097600,-0.138425560401008
Treepie and Petrel,NW3 3QD,51.543625748139800,-0.154287786967905
Philippine hawk-owl and Wallaby,EC1V 9GR,51.526934660848700,-0.087335594063482
Triller and Maya,EN1 3RG,51.664553704745600,-0.073028112760646
Bronzewing pigeon and Tree warbler,W1B 5SA,51.510910274967600,-0.138302379239531
Recurvebill and Nukupuʻu,W1H 6EG,51.516698790124900,-0.154064919940750
Skunk and Ibex,E17 6EX,51.588815748120400,-0.032161252894674
Warbler and Myna,E1 8AX,51.511206167090300,-0.072559659139739
Boto and Greenbul,E12 6TT,51.545151273166000,0.042349661775489
Thicketbird and B,E13 0AT,51.526252000000000,0.028745000000000
Mink and Mink,E18 2QR,51.593157274040100,0.021387727671641
Zebra and Cuscus,E4 7RQ,51.663492941965700,-0.003607806399027
Buzzard and Skunk,E16 1TD,51.504874575010100,0.025662862170662
Moluccan boobook and Snipe,SE1 1BL,51.502913864811600,-0.092289524649790
Tahr and Boto,N16 5HF,51.567773000000000,-0.086445000000000
Old World vulture and Warbler,E9 7NP,51.542775504752700,-0.049492724858083
Lemming and Parrotbill,E1 2EF,51.516310000000000,-0.061943265290557
River dolphin and Crow,E5 8DT,51.554378185042600,-0.055588721735237
Towhee and Parrotlet,E5 9SP,51.565359540794000,-0.049175639864615
Armadillo and Old World warbler,WC1H 9JG,51.527586670441800,-0.125022112772116
Gull and Linsang,N13 4HB,51.616797633090000,-0.115844120684120
Mole and Pratincole,E5 9PP,51.563338606298700,-0.051484058513477
Bunting and Jerboa,N1 4BP,51.545804031208400,-0.077703366952457
Grosbeak and White ibis,EC1V 3AT,51.524551000000000,-0.098338257243677
Marsh harrier and Dorcopsis,N19 5SN,51.563443643493000,-0.134296299211787
Warbler and Chipmunk,SE1 7RU,51.498676439946200,-0.109942781256926
Jerboa and Pitohui,W1G 9PW,51.518522490164300,-0.146539309008708
Civet and Pratincole,IG8 7NG,51.612768000000000,0.041830000000000
Eagle and White ibis,E20 1EW,51.546681438267700,-0.012634099998180
Puffleg and Boto,IG8 8LH,51.593198325403400,0.049095472117686
Chickadee and Mockingbird,EC3V 3NA,51.513688445550300,-0.085757423573318
Treepie and Mink,N11 1XZ,51.609244000000000,-0.110712000000000
Black cockatoo and Snipe,E4 9DF,51.610732666476800,-0.015730490164062
Siskin and Old World vulture,EC2M 6SA,51.517766509189200,-0.088786251334422
Philippine hawk-owl and Night heron,SE1 1RE,51.501052632494300,-0.095623521395412
Guillemot and Grosbeak,N13 4PF,51.611991473700000,-0.118079000000000
Chickadee and Greenbul,N1 4DT,51.546126947896900,-0.080949251816742
Old World vulture and Night heron,NW5 3QR,51.546367206959300,-0.153066316489433
Piping shrike and Siskin,E6 2DJ,51.537898506928100,0.059588741507423
Guillemot and Tahr,E16 2UD,51.501061000000000,0.025837000000000
Crow and Stilt,EC2A 4LD,51.523614336470600,-0.083438349515424
Logrunners and Parrotlet,E10 9EB,51.570984000000000,-0.008645000000000
Chickadee and Cuscus,W1G 9QG,51.517198937148700,-0.146434493767668
Egret and Quetzal,W1T 7QT,51.518278808441700,-0.131746405231764
Dolphin and Minke whale,W1J 9HF,51.509292764614000,-0.135543801173077
Thicketbird and Marsh harrier,IG8 7BG,51.601379355736100,0.039933165420239
Greenbul and Rabbit,N22 8DF,51.603434416254900,-0.121422703719914
Tattler and Darwin's finches,N19 3DL,51.568714458288900,-0.128727140816947
Thrasher and Grackle,SE1 2SF,51.504169000000000,-0.083678000000000
Mockingbird and Armadillo,W1T 6ST,51.523789944362800,-0.141856669562456
Towhee and Dolphin,W1T 3LT,51.518602263927400,-0.137383354641714
Chicken and Nukupuʻu,SW1Y 6QT,51.506557000000000,-0.137601000000000
Recurvebill and Siskin,IG10 2AL,51.650165479565700,0.081861940623994
Mockingbird and Flameback,E12 6AN,51.550556216511200,0.051606864085208
Moluccan boobook and Ibex,W1U 2EQ,51.517284111680600,-0.150120840052678
Coati and Francolin,E1 0LD,51.512927021539900,-0.046127312360286
Coati and Vulture,E20 2AE,51.536238000000000,-0.013941000000000
Songlark and Piping shrike,N1 7EJ,51.534731091191400,-0.089070630424038
Black cockatoo and Peafowl,W1D 4TW,51.513698247362800,-0.130406130307127
Kākāriki and Ibex,EN1 2HR,51.643600905579600,-0.079582391275908
Perching duck and Quetzal,N15 6NU,51.577880000000000,-0.082022000000000
Argus and Quetzal,EC4V 4BU,51.512174698566000,-0.099887000000000
Masked owl and Pitohui,EC1N 7UL,51.520707190465800,-0.109881236643965
Partridge and Masked owl,NW1 2EJ,51.527096505220200,-0.134888672593362
Prion and Bronzewing pigeon,SE16 5HA,51.500568438991800,-0.033054586096111
Tattler and Quetzal,N1 2RF,51.546394000000000,-0.091193000000000
Nukupuʻu and Stint,W1G 0EA,51.516005000000000,-0.147074000000000
Viscacha and Darwin's finches,W1D 6DH,51.511053033061700,-0.132575252182450
Vulture and Shearwater,W1G 9JE,51.517662378326800,-0.148447970862051
Asiatic leopard and Badger,W1J 7AW,51.505081958746800,-0.148453645023141
Francolin and Siskin,E14 9AA,51.506405000000000,-0.005871000000000
Night heron and Chicken,E2 6FT,51.531374411738000,-0.062523755784767
Petrel and Solitaire,E3 5EX,51.531137411790200,-0.030554927219751
Minke whale and Songlark,E13 8EA,51.524296000000000,0.022742940232018
American sparrow and Minke whale,E8 4RH,51.535489317303200,-0.059119054189707
Nukupuʻu and Masked owl,W1F 7PU,51.513786631692700,-0.138790422395810
Maya and Grosbeak,N18 1HQ,51.613999755175500,-0.070923480823607
Jerboa and Towhee,N11 3FH,51.611497069161900,-0.148936268651704
Boto and Moluccan boobook,NW5 3QG,51.547041920192100,-0.154798562367774
Parrotbill and Perching duck,N17 9UY,51.597962230766600,-0.060860549341703
Chicken and Dorcopsis,E16 2TG,51.499751000000000,0.026687000000000
Prion and Meadowlark,NW1W 7XN,51.530786000000000,-0.135404000000000
Dolphin and Tit-tyrant,N1 7BD,51.529569000000000,-0.092840638906790
Jay and Rabbit,E3 5QD,51.532818844425400,-0.035370199568037
Old World warbler and Marsh harrier,WC1V 7AA,51.515730102651600,-0.125307263309515
Pitohui and Duck,IG2 7HU,51.573288643997500,0.084628000000000
Ice seal and Songlark,N18 1BB,51.614350299300000,-0.069189820500000
Magpie and Elephant,E17 6AN,51.594237105711600,-0.038539484249749
Stilt and Viscacha,E18 1DU,51.598283696291200,0.029686923203239
Mockingbird and Songlark,N19 3TW,51.570787887982700,-0.135265483650365
Skunk and Old World vulture,EC2A 1SA,51.519537025550500,-0.087300000000000
Mockingbird and Crow,E17 3RQ,51.592082428972400,0.001199996123835
Diving bird and Rat,N1 7JB,51.533891783877700,-0.091095555505189
Crow and Stilt,E2 0SB,51.529253125763000,-0.044779608120967
Grouse and Perching duck,E1W 9RQ,51.519019000000000,-0.058106000000000
Chipmunk and Gull,E10 6AD,51.573882000000000,-0.008778000000000
Myna and Kangaroo,NW3 2LB,51.554464658519900,-0.155623343351499
River dolphin and Marsh harrier,N1 0HA,51.533890278696800,-0.111989000000000
Wallaby and Mole,E16 3AA,51.510037612885300,0.019334724773467
Towhee and Coati,NW5 2JS,51.548943337821500,-0.141380071289358
Chicken and Old World quail,N15 5NF,51.579979140131400,-0.078469824922038
Skunk and Meadowlark,E17 3GS,51.587365000000000,-0.004639000000000
Logrunners and Kestrel,EC2M 7EE,51.517326000000000,-0.085936000000000
Elephant and Parakeet,W1S 4PF,51.509080475926300,-0.141432043500728
Vole and Fox,N5 2JP,51.558806008233800,-0.098044789895915
Viscacha and Treepie,WC2H 9FA,51.512539000000000,-0.126897000000000
Hawk and Darwin's finches,N18 3PD,51.615986000000000,-0.047930000000000
Quetzal and Herring gull,N6 4AU,51.574970298018500,-0.149525873914907
Prion and River dolphin,E16 2FF,51.506571330909400,0.071706899539737
Snipe and Egret,E4 9HE,51.616215434887000,-0.014509098025020
Ice seal and Mouse,N21 3DG,51.628291975655300,-0.109819666848133
Chickadee and Kestrel,NW1 4HR,51.532286951198100,-0.145778432248331
Ibex and Cloud rat,N4 1LF,51.580765755488900,-0.098051768912122
Old World vulture and Tit-tyrant,E1 0ET,51.515502283366900,-0.048409715202383
Quetzal and Condor,E4 8HU,51.616760131895600,-0.027615879897835
Mouse and Shearwater,N8 8ST,51.582680968304500,-0.125988311825042
Vulture and Tahr,W1U 4NS,51.519175611012000,-0.151456759077937
Dolphin and Mole,W1U 4HN,51.520323634248200,-0.155835447578148
Grouse and Towhee,N15 4UG,51.587146006676500,-0.069693775372062
Wader and Polecat,N18 9BF,51.613385000000000,-0.063934000000000
