name,id,postcode,lat,lon
rock snake and constrictor,1745914,BT82 9LB,54.762886000000000,-7.460103000000000
Pitohui and rattlesnake,1745132,BT81 7EP,54.658702000000000,-7.667613000000000
water snake and thorn lizard,1745323,BT81 7UW,54.678916000000000,-7.675481000000000
Kite and sidewinder,1698590,BT81 7HT,54.713076000000000,-7.591065000000000
rat snake and Parakeet,1737609,BT78 4UB,54.621210000000000,-7.417214000000000
Puffleg and massasauga,1745154,BT81 7HP,54.710893000000000,-7.591570000000000
Thrasher and anaconda,1745110,BT81 7DA,54.716789000000000,-7.552020000000000
thorn lizard and Piping shrike,1745120,BT81 7DX,54.668637000000000,-7.681498000000000
Wader and pit viper,1745142,BT81 7GA,54.707913000000000,-7.586992000000000
Jerboa and water snake,1745734,BT82 8PD,54.770164000000000,-7.449008000000000
Marsh harrier and Crow,1745129,BT81 7EH,54.673341000000000,-7.677042000000000
Polecat and gavial,1735274,BT78 3BR,54.556852000000000,-7.439244000000000
anole and copperhead,1745905,BT82 9JQ,54.762300000000000,-7.456043000000000
Stilt and viper,1745237,BT81 7QA,54.687118000000000,-7.578906000000000
Armadillo and rat snake,1735504,BT78 4BG,54.718060000000000,-7.386432000000000
Elephant and jew lizard,1932885,BT93 1FS,54.566642000000000,-7.690749000000000
Myna and Boto,1932789,BT93 0AP,54.551721000000000,-7.601877000000000
Ice seal and gecko,1737779,BT78 5PX,54.610600000000000,-7.386103000000000
worm lizard and diamondback terrapin,1745345,BT81 7XY,54.685903000000000,-7.728946000000000
blue racer and elapid,1745260,BT81 7RG,54.687728000000000,-7.568854000000000
Francolin and water snake,1735565,BT78 4HR,54.693487000000000,-7.465151000000000
Warbler and asp,1745251,BT81 7QU,54.657305000000000,-7.608868000000000
Goose and Bronzewing pigeon,1745148,BT81 7HD,54.662121000000000,-7.747684000000000
chameleon and blindworm,1735633,BT78 4PJ,54.623012000000000,-7.491605000000000
green turtle and wall lizard,1747627,BT93 1AX,54.552786000000000,-7.760261000000000
python and Booted eagles,1734999,BT78 1SJ,54.572536000000000,-7.354435000000000
Songlark and skink,1737782,BT78 5QA,54.608330000000000,-7.404257000000000
gecko and puff adder,1745294,BT81 7TF,54.675767000000000,-7.641976000000000
Ground sloth and terrapin,1703642,BT93 1HP,54.568668000000000,-7.678798000000000
giant tortoise and agamid,1735515,BT78 4BY,54.719164000000000,-7.386588000000000
boa and Guillemot,1735514,BT78 4BX,54.717756000000000,-7.385291000000000
python and slowworm,1735593,BT78 4LD,54.733096000000000,-7.432201000000000
brown snake and indigo snake,1932810,BT93 0DX,54.554880000000000,-7.592882000000000
Crow and tortoise,1745325,BT81 7UY,54.721326000000000,-7.707123000000000
Darwin's finches and Black cockatoo,1745087,BT81 7AU,54.707629000000000,-7.593340000000000
Booted eagles and goanna,1735510,BT78 4BS,54.716354000000000,-7.385110000000000
gavial and moloch,1737719,BT78 5JS,54.586177000000000,-7.358954000000000
Old World vulture and Bunting,1737605,BT78 4TX,54.633528000000000,-7.393307000000000
Wader and Hawk,1745745,BT82 8PT,54.757262000000000,-7.424888000000000
Maya and Meadowlark,1697592,BT81 7RF,54.668290000000000,-7.573940000000000
puff adder and Chickadee,1745139,BT81 7EX,54.666281000000000,-7.690970000000000
leguaan and Komodo dragon,1735519,BT78 4DE,54.742611000000000,-7.353236000000000
habu and turtle,1699389,BT81 7AZ,54.707224000000000,-7.590985000000000
Recurvebill and Fox,2650266,BT78 4FA,54.713651000000000,-7.379688000000000
Old World warbler and Maya,1932852,BT93 1AU,54.571529000000000,-7.684017000000000
thorn lizard and White ibis,1735684,BT78 4SR,54.605825000000000,-7.444654000000000
agamid and Black cockatoo,1735628,BT78 4PD,54.608751000000000,-7.503964000000000
