name,postcode,lat,lon
Fulmarine petrel and Capuchin,TS25 5BA,54.668896548824800,-1.217075608484440
Linsang and Petrel,TS28 5JH,54.732419745349900,-1.382824269404220
Ice seal and Eagle,SR7 9BB,54.816501671506800,-1.385122761067370
Tit-tyrant and Guillemot,TS27 3PG,54.709325000000000,-1.243241000000000
Gull and Warbler,TS24 4SU,54.696390374482200,-1.183451321651800
Masked owl and Grouse,DH5 0EA,54.810850481761700,-1.467190893383480
Diving bird and Dorcopsis,TS26 0HX,54.691848659836900,-1.233885558454650
Mamo and Viscacha,TS21 1HF,54.585537894118400,-1.439929737241090
Asiatic leopard and Ibex,TS26 0NZ,54.702676775027900,-1.235140287480220
Kite and Myna,TS23 1AU,54.597170132450900,-1.289743306554750
Mockingbird and Songlark,TS26 9AQ,54.678920824455600,-1.217673762457940
Civet and Mole,TS2 1RT,54.588364086297900,-1.253515000000000
Grackle and Coati,DH6 3HW,54.748836493423300,-1.445711425805210
Viscacha and Kestrel,TS25 1PX,54.674830000000000,-1.208913000000000
Magpie and Wader,DH6 1ND,54.765546776574500,-1.440727346357780
New World blackbird and Badger,TS26 9HP,54.682311670442400,-1.218368000000000
Parrotbill and Shearwater,TS20 2RY,54.585372237711200,-1.307154954992480
Stint and Logrunners,TS24 7LE,54.681479024761100,-1.208892410507380
Zebra and Flameback,TS23 2NN,54.607467535648000,-1.294069325841160
Fish eagle and Goose,TS25 5JX,54.671556312627200,-1.233895301836270
Black jay and Skunk,DH5 0RT,54.818509178395400,-1.449535876674990
Thrasher and Mockingbird,TS26 0DR,54.684519662286500,-1.234566435103290
B and Hawaiian honeycreeper,TS29 6JS,54.695765912639000,-1.427428484225790
Pratincole and Flameback,TS28 5PP,54.736458768305200,-1.374826613436640
Mockingbird and Vulture,SR7 9LE,54.821653668845700,-1.383877261018210
Treepie and Kangaroo,TS26 8JW,54.685902248302300,-1.230088556681250
Stint and Stint,SR7 9HB,54.820409304014700,-1.399179141050740
Pheasant and Pitohui,TS24 0RP,54.704426458749900,-1.221993974314370
River dolphin and Mink,TS21 2AW,54.656947312245300,-1.453673995343740
Badger and Viscacha,SR8 1QP,54.748296778450000,-1.361501367527710
Hawk and Quetzal,TS22 5TS,54.635715000000000,-1.358415000000000
Magpie and Old World vulture,TS21 3AN,54.653111136080300,-1.444054033209050
Dorcopsis and Tattler,TS24 8QW,54.693805975876500,-1.225113884143120
Fulmarine petrel and Vole,TS23 1DN,54.587576908811200,-1.289043585656670
Jerboa and Myna,TS26 9BH,54.679474621693900,-1.222734662645790
Duck and Songlark,TS28 5HA,54.717067055040000,-1.364770722693450
Masked owl and Perching duck,TS23 3BW,54.610067873291200,-1.280848453724750
Shearwater and Stilt,DH5 0GA,54.814108575929900,-1.440321558834120
Hawk and Cloud rat,DH6 1QL,54.773912767780100,-1.476878887359100
Polecat and Dolphin,TS25 1NQ,54.661726285237400,-1.220065920080170
Hawaiian honeycreeper and Mamo,TS25 1TE,54.676650903698900,-1.214088460968140
Tit-tyrant and Mouse,TS21 3JQ,54.612783475643500,-1.368144841402670
Greenbul and Stint,SR8 4SQ,54.759589721879900,-1.309995765516830
Duck and Warbler,TS29 6JT,54.694629281171100,-1.428421917605180
Ground sloth and Tattler,TS23 3UG,54.618217003284000,-1.289640186630600
Polecat and Boto,DH6 1PP,54.775573647879000,-1.480681732495530
Quetzal and Flameback,TS25 3LS,54.659775149892600,-1.244022546992910
Logrunners and Bronzewing pigeon,SR8 2DS,54.767346299385000,-1.347555083018420
Ibex and Wader,TS21 2EB,54.651372521059300,-1.443147850346720
Marsh harrier and Mockingbird,DH6 4NP,54.724004801671600,-1.471559471749830
Tahr and Armadillo,TS25 3EW,54.659363878885600,-1.238620113137230
Mamo and Pheasant,TS20 1SX,54.593559124890300,-1.334347607974910
American sparrow and Linsang,SR8 9AN,54.757940548646600,-1.333285954865030
Philippine hawk-owl and Fulmarine petrel,TS22 5EE,54.616140720096500,-1.314545443119020
Ice seal and Mole,SR8 4QP,54.762829825332100,-1.318814615399360
Asiatic leopard and Asiatic leopard,SR8 1JD,54.754101336277500,-1.346152071250890
Black cockatoo and Darwin's finches,TS23 2HL,54.609927396783100,-1.284442935215890
Tit-tyrant and Lemming,TS25 4PS,54.667669088313500,-1.243131770140810
Eagle and Myna,TS19 9BU,54.586852536957100,-1.343803190881860
