name,id,postcode,lat,lon
Hawk and Vulture,139663,TS6 0QA,54.547731434914900,-1.157853140452540
Piping shrike and Polecat,151830,TS12 3DJ,54.536778213231900,-0.960481717995265
Mamo and garter snake,151946,TS12 3FE,54.546168000000000,-0.982365000000000
Philippine hawk-owl and whip snake,13789,YO21 2AR,54.424549000000000,-0.890264000000000
saltwater crocodile and constrictor,137802,TS9 6LR,54.453055000000000,-1.093629000000000
Macaw and agamid,151768,TS13 4PF,54.549806115816100,-0.852653491753585
Komodo dragon and massasauga,151181,TS14 7PG,54.526710047751200,-1.060168730475660
snapping turtle and Thicketbird,151127,TS14 7ER,54.527854422785100,-1.065195252364480
milk snake and copperhead,151176,TS14 7PA,54.527476570285800,-1.059347632508000
Gull and American sparrow,137712,TS9 6DN,54.493870961271700,-1.133640291269560
Parrotlet and B,151243,TS14 8DL,54.532145623923000,-1.071587738637540
smooth snake and cayman,1767930,TS14 6NY,54.535631225871500,-1.061741267867880
diamondback turtle and Ibex,14436,YO18 8HT,54.343599000000000,-0.754136000000000
thorn lizard and diamondback terrapin,151195,TS14 8AA,54.526426265925400,-1.068797154485280
dukite and Parakeet,151611,TS13 5LP,54.520568000000000,-0.766476000000000
Schneider python and chameleon,14439,YO18 8HX,54.334014540207400,-0.765375000000000
terrapin and Old World quail,152001,TS12 3LU,54.537351948927800,-0.960312582465655
box turtle and rattlesnake,13288,YO22 5AY,54.428167121786700,-0.773047000000000
green turtle and Capuchin,13525,YO21 2PS,54.441327434142700,-0.808117230215280
Civet and Hawk,151199,TS14 8AF,54.530101333710200,-1.069872494304970
blue tongue and glass snake,151259,TS14 8EH,54.524948188695400,-1.082365746459780
Stilt and Greenbul,151169,TS14 7NE,54.524524971833300,-1.050809399835240
Philippine hawk-owl and thorn lizard,151718,TS14 6HH,54.537837901161300,-1.050021424940680
Maya and Kite,151609,TS13 5LG,54.544671142049400,-0.770881613833705
blindworm and Pheasant,151201,TS14 8AH,54.528618000000000,-1.066213000000000
boomslang and Philippine hawk-owl,151151,TS14 7LG,54.527869000000000,-1.057685000000000
Warbler and Guillemot,137789,TS9 6JZ,54.484235657987800,-1.138536302802450
mud turtle and Greenbul,151999,TS12 3LS,54.543500019685400,-0.979277000000000
