name,id,postcode,lat,lon
tortoise and Hawk,1696990,BT9 5PR,54.549732000000000,-5.971713000000000
Dorcopsis and diamondback terrapin,1699581,BT25 1PD,54.396646000000000,-6.128088000000000
Black jay and Thicketbird,2638977,BT27 4FA,54.519091000000000,-6.024170000000000
Wallaby and boa constrictor,1698381,BT67 0RZ,54.503755000000000,-6.196048000000000
Chickadee and cobra,1731562,BT28 1PA,54.507317000000000,-6.068096000000000
rock python and dukite,1731130,BT27 4TG,54.514163000000000,-6.036254000000000
saltwater crocodile and cobra,1978035,BT28 3WW,54.527591000000000,-6.086199000000000
Goose and Pheasant,1731238,BT27 5EP,54.504855000000000,-6.039032000000000
bicycle lizard and Duck,1731305,BT27 5PH,54.502968000000000,-6.018141000000000
swift and crocodile,1731803,BT28 2NE,54.521410000000000,-6.173990000000000
Kestrel and Skunk,1729336,BT32 4EQ,54.361853000000000,-6.227891000000000
Hawaiian honeycreeper and cerastes,1969693,BT24 7FN,54.460999000000000,-5.838731000000000
Songlark and Mole,1702511,BT28 3BT,54.520937000000000,-6.044314000000000
New World blackbird and Stilt,1730341,BT24 8TN,54.430859000000000,-5.930603000000000
Songlark and whip snake,1714135,BT28 3BS,54.521317000000000,-6.048035000000000
Tit-tyrant and Tattler,1718351,BT23 6BP,54.549766000000000,-5.841844000000000
mud turtle and Jerboa,1699903,BT27 4HW,54.527680000000000,-6.036268000000000
Piping shrike and Myna,1952285,BT17 9FQ,54.540751000000000,-6.015242000000000
boomslang and leathery turtle,1698323,BT25 1FA,54.414050000000000,-6.143239000000000
caiman and rock snake,1731801,BT28 2NB,54.525709000000000,-6.161159000000000
Asiatic leopard and Fish eagle,1730262,BT24 8NU,54.330840000000000,-5.862910000000000
hognose snake and Towhee,1741223,BT8 8AW,54.519910000000000,-5.863362000000000
Armadillo and boa,1731111,BT27 4SA,54.521535000000000,-6.024393000000000
Masked owl and green turtle,1731360,BT27 5TF,54.533583000000000,-6.009550000000000
Flameback and Petrel,1698198,BT28 1PB,54.507210000000000,-6.066262000000000
racer and alligator,1731014,BT27 4EA,54.542257000000000,-6.038366000000000
water snake and blue tongue,1700761,BT24 8AG,54.400286000000000,-5.898960000000000
tiger snake and Grosbeak,1978009,BT28 3BA,54.531309000000000,-6.080989000000000
Puffleg and bull snake,1731763,BT28 2HJ,54.526642000000000,-6.213220000000000
tiger snake and Crow,1697277,BT24 7HG,54.487441000000000,-5.855779000000000
copperhead and New World blackbird,1700253,BT28 2GE,54.514024000000000,-6.069557000000000
Songlark and Armadillo,1731627,BT28 1TJ,54.509192000000000,-6.044445000000000
krait and agamid,1697308,BT28 1NE,54.500261000000000,-6.059813000000000
Peafowl and Asiatic leopard,1730336,BT24 8SZ,54.370975000000000,-5.856147000000000
Bronzewing pigeon and Perching duck,1698058,BT24 8NG,54.354212000000000,-5.873894000000000
Komodo dragon and hoop snake,1699204,BT26 6LQ,54.467228000000000,-6.082093000000000
blue tongue and goanna,1729588,BT32 5PS,54.342208000000000,-6.122490000000000
mud turtle and dukite,2579711,BT27 5FQ,54.509213000000000,-6.041076000000000
Jay and viper,1698426,BT27 5JN,54.503300000000000,-5.971344000000000
Wader and massasauga,1714322,BT28 3UL,54.528197000000000,-6.061301000000000
worm lizard and Tattler,1702637,BT24 8TT,54.411612000000000,-5.916753000000000
massasauga and Solitaire,1730690,BT25 2EU,54.345026000000000,-6.089517000000000
Wader and soft-shelled turtle,1731036,BT27 4HY,54.525857000000000,-6.039323000000000
chuckwalla and Coati,1978023,BT28 3QL,54.534976000000000,-6.049591000000000
Pheasant and Scimitar babbler,1730945,BT26 6RZ,54.473759000000000,-6.143776000000000
diamondback turtle and carpet snake,1700393,BT27 5LQ,54.516851000000000,-5.954903000000000
leguaan and diamondback terrapin,1731715,BT28 2DE,54.517232000000000,-6.058284000000000
Logrunners and Grackle,1731456,BT28 1BN,54.511627000000000,-6.047185000000000
Lemming and monitor,2639086,BT67 0XU,54.509719000000000,-6.187571000000000
mountain devil and Bunting,1724116,BT17 9BB,54.548416000000000,-5.997530000000000
Jay and Tahr,1724194,BT17 9LQ,54.530302000000000,-5.982921000000000
Zebra and Kestrel,1740990,BT8 6PS,54.548176000000000,-5.906226000000000
glass snake and rattlesnake,1730740,BT25 2NQ,54.384025000000000,-6.045769000000000
sidewinder and Eagle,1731366,BT27 5TR,54.526654000000000,-5.980566000000000
horned viper and Old World quail,1714278,BT28 3RD,54.548333000000000,-6.084239000000000
swift and amphisbaena,1731171,BT27 4XZ,54.514208000000000,-6.033377000000000
Triller and Stilt,1974146,BT26 6GB,54.466336000000000,-6.081888000000000
Ground sloth and leathery turtle,1730246,BT24 8LW,54.394472000000000,-5.888259000000000
Parakeet and River dolphin,1741294,BT8 8JB,54.508708000000000,-5.911830000000000
Fox and leathery turtle,1731403,BT27 6TT,54.462353000000000,-5.912372000000000
American sparrow and Badger,1701154,BT8 6GH,54.549475000000000,-5.896700000000000
deaf adder and lizard,1714321,BT28 3UJ,54.529306000000000,-6.062639000000000
whip snake and perentie,1974196,BT27 4RQ,54.521045000000000,-6.026114000000000
chuckwalla and sea snake,1714234,BT28 3NA,54.519622000000000,-6.056595000000000
Ground sloth and ringhals,1714360,BT28 3ZN,54.526958000000000,-6.074274000000000
black snake and Towhee,1740996,BT8 6QU,54.547193000000000,-5.904655000000000
Diving bird and monitor,1731626,BT28 1TH,54.509931000000000,-6.045798000000000
Philippine hawk-owl and Ice seal,1714220,BT28 3LF,54.522861000000000,-6.060195000000000
boa and Dorcopsis,1698939,BT28 1JY,54.505852000000000,-6.081966000000000
coral snake and Stilt,1699537,BT25 1PF,54.391756000000000,-6.121614000000000
Chickadee and Macaw,1730778,BT26 6AL,54.459551000000000,-6.084890000000000
Polecat and moloch,1731639,BT28 1UE,54.509403000000000,-6.062006000000000
Old World quail and gavial,1701752,BT27 5JZ,54.516148000000000,-5.956900000000000
Mockingbird and thorn lizard,1730440,BT25 1BU,54.416436000000000,-6.146722000000000
Tit-tyrant and Schneider python,1730521,BT25 1JY,54.389288000000000,-6.231204000000000
River dolphin and Macaw,1731226,BT27 5DS,54.502158000000000,-6.041724000000000
horned viper and Badger,1701601,BT8 7WF,54.544710000000000,-5.916233000000000
Hawaiian honeycreeper and Magpie,1718967,BT24 7DN,54.457946000000000,-5.838045000000000
