name,postcode,lat,lon
Minke whale and Armadillo,RG9 3NG,51.509437498464100,-0.881801434148288
Ice seal and Jerboa,RG9 3EX,51.541065000000000,-0.885837528941079
Eagle and Siskin,RG8 8LR,51.479437841123500,-1.134566683837040
Towhee and Peafowl,RG1 4EQ,51.454056447500000,-0.957620478100000
Marsh harrier and Polecat,RG7 3XQ,51.378007727061300,-1.070803137831910
Guillemot and Philippine hawk-owl,RG6 6AY,51.457615025268100,-0.945621626294447
Maya and Pratincole,RG9 2EH,51.538958686462900,-0.910594036116795
Skunk and Logrunners,RG9 4ED,51.501481952266200,-0.923373632884005
Logrunners and Stilt,RG1 2PY,51.447591800492700,-0.971236742374299
Puffleg and Parakeet,RG6 3AQ,51.433503613812900,-0.903983148485963
Minke whale and Old World vulture,RG1 4DH,51.453185234943900,-0.959064996345588
Magpie and Chicken,RG41 5DL,51.416544552452100,-0.894379882946546
Francolin and Greenbul,RG7 5LB,51.423076918853300,-1.127217706846330
American sparrow and Lemming,RG5 4GB,51.457615025268100,-0.945621626294447
Triller and Jackal,RG4 7AU,51.477894794922900,-0.976430371762128
Scimitar babbler and Jay,RG9 1EA,51.529602021053600,-0.898477162795230
Songlark and Black jay,RG8 9SS,51.502268025157700,-1.163107355226210
Tattler and Mamo,RG9 2LT,51.536329885661300,-0.895820441651279
Stint and Bunting,RG7 1JD,51.386982869330600,-0.977008077478316
Piping shrike and Francolin,RG2 0HH,51.437224748122400,-0.968232545887176
Civet and Tit-tyrant,RG8 8EB,51.466054714945800,-1.082073411586370
Marsh harrier and Wader,RG2 0GG,51.417163000000000,-0.973006000000000
Masked owl and Towhee,RG2 8EP,51.429145000000000,-0.942264000000000
Masked owl and Civet,RG1 7YA,51.453888516399300,-0.983889858295663
American sparrow and Vole,RG4 5ET,51.471512376967400,-0.966538000000000
Kākāriki and Bunting,RG40 4AP,51.375234000000000,-0.900729000000000
Ground sloth and River dolphin,RG7 5FQ,51.405130000000000,-1.146646000000000
Wader and Wallaby,RG7 5AS,51.438286301563400,-1.080702115823520
Skunk and Grosbeak,RG7 4QH,51.375116025956000,-1.114250972480210
Fox and Dorcopsis,RG2 8BE,51.422102503851200,-0.953256017212930
Masked owl and Chickadee,RG8 8NY,51.485832529607400,-1.145678000000000
Mamo and Piping shrike,RG1 4RH,51.452590986701400,-0.963036240966110
Booted eagles and Ice seal,RG2 8TP,51.417074351227400,-0.967262500513805
Gull and Kangaroo,RG7 3PR,51.379766989868200,-1.039184881707450
Mouse and Macaw,RG7 5JS,51.435748604936400,-1.104850154507940
Guillemot and Parrotlet,RG4 6RP,51.485266000000000,-0.950572000000000
Black cockatoo and Argus,RG8 9BY,51.528293062807500,-1.135024860664240
Peafowl and Maya,RG2 9FW,51.415768000000000,-0.954637000000000
Triller and Stilt,RG1 8EF,51.460968231946100,-0.981141693198770
Partridge and Ibex,RG7 1BB,51.392395157222300,-0.971770667873762
Eagle and Linsang,RG31 6YL,51.468051000000000,-1.055918000000000
Linsang and Bunting,RG41 5PS,51.422501133466800,-0.883406253484905
Black cockatoo and Rabbit,RG5 3QG,51.443623854175300,-0.904446005149915
Piping shrike and Wader,RG5 4FE,51.460075000000000,-0.877131000000000
Grosbeak and Old World quail,RG2 0GP,51.429776942000000,-0.973896000000000
Mink and Ibex,RG9 1SZ,51.530852502936900,-0.913007635089094
Wallaby and Gull,RG2 7DD,51.437262959530500,-0.947241141129220
Towhee and Asiatic leopard,RG4 8XR,51.485916292482300,-0.959948000000000
Diving bird and Civet,RG7 1QD,51.365500014903600,-0.965621696241594
Triller and Dolphin,RG8 0RN,51.527523369986000,-1.069666343615830
Chickadee and Logrunners,RG4 5JD,51.476163013704300,-0.962516335468753
Partridge and Jackal,RG5 4NF,51.451226234755900,-0.891498920370353
Duck and Marsh harrier,RG2 7HB,51.440081200801500,-0.955708345218281
Ibex and Diving bird,RG6 5UT,51.430609152580200,-0.937295868045986
Peafowl and Asiatic leopard,RG4 8SP,51.488819353181100,-0.967963000000000
Night heron and Thicketbird,RG4 9LD,51.513775870116200,-0.981001860790648
Vole and Recurvebill,RG10 9QW,51.476244067506400,-0.881331587578363
Dolphin and Magpie,RG2 8BL,51.426892000000000,-0.943788496900000
Buzzard and Linsang,RG30 4QG,51.452435830334300,-1.043158148567970
Nukupuʻu and Gull,RG1 6FG,51.450730523400000,-0.991673726500000
Black cockatoo and Vole,RG8 0DN,51.529639763539500,-1.128670776226310
River dolphin and Solitaire,RG8 0EU,51.524177784236100,-1.128126362218930
Mole and Bunting,RG2 9GF,51.385258000000000,-0.887125000000000
Mouse and River dolphin,RG4 7XQ,51.479618434870000,-0.982310296040724
Badger and Partridge,RG1 7RQ,51.452706354252700,-0.975137116686664
Chicken and Old World quail,RG4 7SX,51.468727000000000,-0.974564608316273
Maya and Bronzewing pigeon,RG1 9BG,51.460725000000000,-0.974799000000000
Vulture and Rat,RG4 8TY,51.481075332961500,-0.961814468825503
Macaw and Stilt,RG6 7YA,51.434403412533900,-0.904047936242636
Black jay and Tit-tyrant,RG6 6JL,51.444500000000000,-0.943882947800000
Parakeet and Pheasant,RG1 3FJ,51.457681000000000,-0.953810000000000
Cuscus and Condor,RG6 3AR,51.430390692279300,-0.907653828891986
Stilt and Lemming,RG9 2JA,51.542189101681600,-0.905051710316496
Treepie and Chickadee,RG2 9HX,51.406677000000000,-0.922826000000000
Macaw and Maya,RG31 5NU,51.462091965497800,-1.046339020943830
Songlark and Dorcopsis,RG6 5GA,51.424734531111900,-0.933016521567626
Viscacha and Minke whale,RG7 3EQ,51.399001565209500,-1.062615515804460
Wader and Asiatic leopard,RG7 1EL,51.398443000000000,-0.964006616325344
Eagle and Minke whale,RG8 0QJ,51.533166627212700,-1.077192371822570
Maya and Wallaby,RG30 6BA,51.462605302080000,-1.029990192584220
Elephant and Night heron,RG6 6JH,51.443963367100000,-0.945087151400000
Fish eagle and Chickadee,RG31 4DU,51.452696767022200,-1.046491570654430
Snipe and Ice seal,RG7 5AN,51.437432371341700,-1.075281000000000
Capuchin and Marmoset,RG7 6JA,51.442765355886900,-1.141346172422170
Thrasher and Parrotbill,RG1 5QR,51.446838638908200,-0.947164892485713
Tree warbler and Egret,RG4 5AP,51.467426244948200,-0.960857314719450
Warbler and Eagle,RG4 8TN,51.477652557526800,-0.960135406577518
Asiatic leopard and Fulmarine petrel,RG8 8RG,51.486175601891500,-1.172360031045420
Parrotlet and Masked owl,RG6 6EU,51.438433000000000,-0.936103000000000
Darwin's finches and Treepie,RG9 5WB,51.536172880590400,-1.017743772643900
Black jay and Jackal,RG5 4UX,51.454140709739600,-0.887815872736014
Kite and Tattler,RG2 9YT,51.383322000000000,-0.900162000000000
Booted eagles and Boto,RG7 6DL,51.450559715572200,-1.161016334596440
Grackle and Quetzal,RG1 4BX,51.453590563205800,-0.961171413804243
Tree warbler and Egret,RG9 5PH,51.550382057148100,-0.995703075269741
Minke whale and American sparrow,RG2 9FQ,51.385931145397000,-0.903452765323763
Jackal and Masked owl,RG1 6HQ,51.449178513221000,-0.986167380064822
Mockingbird and Bronzewing pigeon,RG30 6DW,51.460035641889800,-1.030231777109930
Night heron and Mamo,RG6 7DZ,51.440708646282900,-0.916831931833231
New World blackbird and Asiatic leopard,RG30 2AP,51.451091245399000,-0.994227299353619
Thicketbird and Thrasher,RG31 5LG,51.458251220190900,-1.051730228592540
Greenbul and Marsh harrier,RG9 1NJ,51.527113709185500,-0.902573484840503
Condor and Lemming,RG5 3AR,51.460474740222500,-0.911211020670143
Peafowl and Diving bird,RG7 3NA,51.398700401763900,-1.065439118110650
Lemming and Ice seal,RG8 7RQ,51.501516397245100,-1.061393148661400
Black cockatoo and Chicken,RG8 8SS,51.484005487014100,-1.155520798164190
Mamo and Magpie,RG9 1FB,51.535536164200000,-0.903899405300000
New World blackbird and Kākāriki,RG1 1NJ,51.456812605300000,-0.975491487500000
Jerboa and Fish eagle,RG4 5EH,51.473412528206800,-0.964666471156348
Tree warbler and Coati,RG8 8NX,51.486430408657900,-1.146431415371320
Herring gull and Thrasher,RG31 6HR,51.462705412129600,-1.036681683035580
Parrotlet and Scimitar babbler,RG2 0ET,51.440264160732200,-0.967228864026577
Kite and Marmoset,RG4 8QJ,51.484950536768400,-0.977136554050662
Tree warbler and Buzzard,RG6 6DD,51.440373000000000,-0.944079006900000
Kestrel and Songlark,RG4 7QE,51.478416117316900,-0.980537066171512
Wallaby and Chickadee,RG8 0NS,51.546235927279400,-1.059622656589680
American sparrow and Partridge,RG8 8QJ,51.469473761169000,-1.154118987881900
Mockingbird and Bunting,RG4 7NF,51.483573311026600,-0.988371715726404
Polecat and Dorcopsis,RG6 5GU,51.428550306259400,-0.937329237323648
Chickadee and Greenbul,RG2 8JN,51.420608178323700,-0.956094580092031
Goose and Argus,RG30 6TT,51.464337653528400,-1.018811442137350
Marsh harrier and Grosbeak,RG8 0UE,51.528231430808300,-1.037058459624160
Hawk and Kestrel,RG1 4BQ,51.453920538506200,-0.963756000000000
Old World warbler and Viscacha,RG9 4QF,51.535907519260300,-0.954757262910240
Buzzard and Lemming,RG6 4EQ,51.427286769560600,-0.917163635381397
Grosbeak and Shearwater,RG2 8AF,51.425071528898300,-0.962551602571931
Pheasant and Jerboa,RG30 6AP,51.461532830593500,-1.018885971651630
Badger and Shearwater,RG4 6QS,51.484499516471400,-0.953527700181897
Mockingbird and Linsang,RG4 9BG,51.513857489907400,-1.009432987061430
Jay and Piping shrike,RG2 9JQ,51.409135608148900,-0.897290406213703
Booted eagles and Prion,RG8 7RZ,51.513429623565800,-1.052343373614880
Pitohui and Ground sloth,RG7 5FA,51.404266757220800,-1.137035404936410
Fox and Stilt,RG41 5TU,51.439266000000000,-0.880825000000000
Grackle and Mockingbird,RG41 5JG,51.433051895349300,-0.877150265587208
Vole and Diving bird,RG30 3HG,51.441463758199200,-1.004035684501130
Duck and Rabbit,RG1 2SX,51.448651153120400,-0.966953349774881
Coati and New World blackbird,RG2 8PS,51.414740488647100,-0.962627245556409
Hawaiian honeycreeper and Hawaiian honeycreeper,RG4 5ED,51.468144540818500,-0.967866563616261
Partridge and Jackal,RG7 5RP,51.396077667982700,-1.159655767080280
Rabbit and Jackal,RG2 7EH,51.429014551351600,-0.949933555447931
