name,id,postcode,lat,lon
Old World warbler and Prion,775338,ML9 2EZ,55.735563849895800,-3.966613858336660
Dolphin and puff adder,781664,ML11 9YH,55.674508332544400,-3.920498029607460
giant tortoise and Condor,776013,ML8 5EH,55.740800418975600,-3.857400000000000
wall lizard and Recurvebill,775814,ML8 5TG,55.727495445347400,-3.837089868746790
hoop snake and terrapin,783011,ML11 0AG,55.634456769583100,-3.879074264169070
Vole and Jackal,775355,ML9 2HW,55.740047723865200,-3.968336875666000
Diving bird and Lemming,781889,ML11 9LR,55.606054363729600,-3.787972513629260
Crow and wall lizard,775606,ML9 1PH,55.724404905158200,-3.966992228236360
slowworm and perentie,774944,ML9 3WS,55.740275673228000,-3.973732774895220
diamond python and New World blackbird,776020,ML8 5EU,55.739856067519500,-3.847021415902490
frilled lizard and blind snake,775276,ML9 3JZ,55.687557277003300,-3.989895357916670
Herring gull and Masked owl,775798,ML8 5SG,55.701170923893300,-3.871151405909570
Fox and moloch,774931,ML9 3QS,55.691261072725200,-3.997020479900360
death adder and indigo snake,776199,ML8 4EP,55.736260000000000,-3.832723000000000
Wader and rat snake,782761,ML11 0LT,55.596246238212300,-3.887706249735890
Condor and Chicken,775520,ML9 2TJ,55.749734739863500,-3.981811121666910
Mamo and Goose,783018,ML11 0AR,55.630706859042400,-3.878640571939260
Chipmunk and Black jay,775976,ML8 5BL,55.736846424639500,-3.845764234691610
Crow and rock python,775842,ML8 4PE,55.726297264256500,-3.825233851001700
Tahr and diamondback terrapin,776137,ML8 4AE,55.732472066978600,-3.840827531462130
mud turtle and Recurvebill,775731,ML8 5NU,55.709799727770900,-3.843135406411000
Parrotlet and horned viper,781663,ML11 9YE,55.669722825535200,-3.925367868652140
Booted eagles and Gull,775522,ML9 2TN,55.749378387203800,-3.981060084589480
goanna and Thicketbird,776319,ML8 4NA,55.729686917809700,-3.820885162475290
hognose snake and diamondback,781826,ML11 9FZ,55.661689000000000,-3.730527000000000
crocodile and copperhead,775987,ML8 5DA,55.741267567920300,-3.838597311136640
Mouse and Fox,782459,ML11 7AP,55.678436785385000,-3.775401454653710
black snake and constrictor,781992,ML11 9RB,55.665569679849000,-3.909916082023720
cerastes and bearded lizard,776202,ML8 4EW,55.731638292674500,-3.837093384729790
worm lizard and Marmoset,782262,ML11 7SS,55.685138843006100,-3.723211858120060
Piping shrike and elapid,781997,ML11 9RH,55.663538710949500,-3.914523186587890
Bronzewing pigeon and bushmaster,782034,ML11 8NP,55.692498000000000,-3.708517000000000
blind snake and king snake,783020,ML11 0AT,55.628185556821600,-3.878376946183000
